#DEMS,dem_node,dem_prod,dem_cap,dem_price
d235,n305,p1,182500000,0
d236,n306,p1,182500000,0
d237,n307,p1,182500000,0
d238,n308,p1,182500000,0
d239,n309,p1,182500000,0
d240,n310,p1,182500000,0
d241,n311,p1,182500000,0
d242,n312,p1,182500000,0
d243,n313,p1,182500000,0
d244,n314,p1,182500000,0
d245,n315,p1,182500000,0
d246,n316,p1,182500000,0
d247,n317,p1,182500000,0
d248,n380,p1,182500000,0
d249,n381,p1,182500000,0
d250,n382,p1,182500000,0
d251,n383,p1,182500000,0
d252,n384,p1,182500000,0
d253,n385,p1,182500000,0
d254,n386,p1,182500000,0
d255,n387,p1,182500000,0
d256,n388,p1,182500000,0
d257,n389,p1,182500000,0
d258,n390,p1,182500000,0
d259,n391,p1,182500000,0
d260,n392,p1,182500000,0
d261,n393,p1,182500000,0
d262,n394,p1,182500000,0
d263,n395,p1,182500000,0
d264,n396,p1,182500000,0
d265,n397,p1,182500000,0
d266,n398,p1,182500000,0
d267,n399,p1,182500000,0
d268,n400,p1,182500000,0
d269,n401,p1,182500000,0
d270,n402,p1,182500000,0
d271,n403,p1,182500000,0
d272,n404,p1,182500000,0
d273,n405,p1,182500000,0
d274,n406,p1,182500000,0
d275,n407,p1,182500000,0
d276,n408,p1,182500000,0
d277,n409,p1,182500000,0
d278,n410,p1,182500000,0
d279,n411,p1,182500000,0
d280,n412,p1,182500000,0
d281,n413,p1,182500000,0
d282,n414,p1,182500000,0
d283,n415,p1,182500000,0
d284,n416,p1,182500000,0
d285,n417,p1,182500000,0
d286,n418,p1,182500000,0
d287,n419,p1,182500000,0
d288,n420,p1,182500000,0
d289,n421,p1,182500000,0
d290,n422,p1,182500000,0
d291,n423,p1,182500000,0
d292,n424,p1,182500000,0
d293,n425,p1,182500000,0
d294,n426,p1,182500000,0
d295,n427,p1,182500000,0
d296,n428,p1,182500000,0
d297,n429,p1,182500000,0
d298,n430,p1,182500000,0
d299,n431,p1,182500000,0
d300,n432,p1,182500000,0
d301,n433,p1,182500000,0
d302,n434,p1,182500000,0
d303,n435,p1,182500000,0
d304,n436,p1,182500000,0
d305,n437,p1,182500000,0
d306,n438,p1,182500000,0
d307,n439,p1,182500000,0
d308,n440,p1,182500000,0
d309,n441,p1,182500000,0
d310,n442,p1,182500000,0
d311,n443,p1,182500000,0
d312,n380,p2,182500000,0
d313,n381,p2,182500000,0
d314,n382,p2,182500000,0
d315,n383,p2,182500000,0
d316,n384,p2,182500000,0
d317,n385,p2,182500000,0
d318,n386,p2,182500000,0
d319,n387,p2,182500000,0
d320,n388,p2,182500000,0
d321,n389,p2,182500000,0
d322,n390,p2,182500000,0
d323,n391,p2,182500000,0
d324,n392,p2,182500000,0
d325,n393,p2,182500000,0
d326,n394,p2,182500000,0
d327,n395,p2,182500000,0
d328,n396,p2,182500000,0
d329,n397,p2,182500000,0
d330,n398,p2,182500000,0
d331,n399,p2,182500000,0
d332,n400,p2,182500000,0
d333,n401,p2,182500000,0
d334,n402,p2,182500000,0
d335,n403,p2,182500000,0
d336,n404,p2,182500000,0
d337,n405,p2,182500000,0
d338,n406,p2,182500000,0
d339,n407,p2,182500000,0
d340,n408,p2,182500000,0
d341,n409,p2,182500000,0
d342,n410,p2,182500000,0
d343,n411,p2,182500000,0
d344,n412,p2,182500000,0
d345,n413,p2,182500000,0
d346,n414,p2,182500000,0
d347,n415,p2,182500000,0
d348,n416,p2,182500000,0
d349,n417,p2,182500000,0
d350,n418,p2,182500000,0
d351,n419,p2,182500000,0
d352,n420,p2,182500000,0
d353,n421,p2,182500000,0
d354,n422,p2,182500000,0
d355,n423,p2,182500000,0
d356,n424,p2,182500000,0
d357,n425,p2,182500000,0
d358,n426,p2,182500000,0
d359,n427,p2,182500000,0
d360,n428,p2,182500000,0
d361,n429,p2,182500000,0
d362,n430,p2,182500000,0
d363,n431,p2,182500000,0
d364,n432,p2,182500000,0
d365,n433,p2,182500000,0
d366,n434,p2,182500000,0
d367,n435,p2,182500000,0
d368,n436,p2,182500000,0
d369,n437,p2,182500000,0
d370,n438,p2,182500000,0
d371,n439,p2,182500000,0
d372,n440,p2,182500000,0
d373,n441,p2,182500000,0
d374,n442,p2,182500000,0
d375,n443,p2,182500000,0
d376,n380,p3,182500000,0
d377,n381,p3,182500000,0
d378,n382,p3,182500000,0
d379,n383,p3,182500000,0
d380,n384,p3,182500000,0
d381,n385,p3,182500000,0
d382,n386,p3,182500000,0
d383,n387,p3,182500000,0
d384,n388,p3,182500000,0
d385,n389,p3,182500000,0
d386,n390,p3,182500000,0
d387,n391,p3,182500000,0
d388,n392,p3,182500000,0
d389,n393,p3,182500000,0
d390,n394,p3,182500000,0
d391,n395,p3,182500000,0
d392,n396,p3,182500000,0
d393,n397,p3,182500000,0
d394,n398,p3,182500000,0
d395,n399,p3,182500000,0
d396,n400,p3,182500000,0
d397,n401,p3,182500000,0
d398,n402,p3,182500000,0
d399,n403,p3,182500000,0
d400,n404,p3,182500000,0
d401,n405,p3,182500000,0
d402,n406,p3,182500000,0
d403,n407,p3,182500000,0
d404,n408,p3,182500000,0
d405,n409,p3,182500000,0
d406,n410,p3,182500000,0
d407,n411,p3,182500000,0
d408,n412,p3,182500000,0
d409,n413,p3,182500000,0
d410,n414,p3,182500000,0
d411,n415,p3,182500000,0
d412,n416,p3,182500000,0
d413,n417,p3,182500000,0
d414,n418,p3,182500000,0
d415,n419,p3,182500000,0
d416,n420,p3,182500000,0
d417,n421,p3,182500000,0
d418,n422,p3,182500000,0
d419,n423,p3,182500000,0
d420,n424,p3,182500000,0
d421,n425,p3,182500000,0
d422,n426,p3,182500000,0
d423,n427,p3,182500000,0
d424,n428,p3,182500000,0
d425,n429,p3,182500000,0
d426,n430,p3,182500000,0
d427,n431,p3,182500000,0
d428,n432,p3,182500000,0
d429,n433,p3,182500000,0
d430,n434,p3,182500000,0
d431,n435,p3,182500000,0
d432,n436,p3,182500000,0
d433,n437,p3,182500000,0
d434,n438,p3,182500000,0
d435,n439,p3,182500000,0
d436,n440,p3,182500000,0
d437,n441,p3,182500000,0
d438,n442,p3,182500000,0
d439,n443,p3,182500000,0
d440,n73,p11,182500000,100
d441,n74,p11,182500000,100
d442,n75,p11,182500000,100
d443,n76,p11,182500000,100
d444,n77,p11,182500000,100
d445,n78,p11,182500000,100
d446,n79,p11,182500000,100
d447,n80,p11,182500000,100
d448,n81,p11,182500000,100
d449,n82,p11,182500000,100
d450,n83,p11,182500000,100
d451,n84,p11,182500000,100
d452,n85,p11,182500000,100
d453,n86,p11,182500000,100
d454,n87,p11,182500000,100
d455,n88,p11,182500000,100
d456,n89,p11,182500000,100
d457,n90,p11,182500000,100
d458,n91,p11,182500000,100
d459,n92,p11,182500000,100
d460,n93,p11,182500000,100
d461,n94,p11,182500000,100
d462,n95,p11,182500000,100
d463,n96,p11,182500000,100
d464,n97,p11,182500000,100
d465,n98,p11,182500000,100
d466,n99,p11,182500000,100
d467,n100,p11,182500000,100
d468,n101,p11,182500000,100
d469,n102,p11,182500000,100
d470,n103,p11,182500000,100
d471,n104,p11,182500000,100
d472,n105,p11,182500000,100
d473,n106,p11,182500000,100
d474,n107,p11,182500000,100
d475,n108,p11,182500000,100
d476,n109,p11,182500000,100
d477,n110,p11,182500000,100
d478,n111,p11,182500000,100
d479,n112,p11,182500000,100
d480,n113,p11,182500000,100
d481,n114,p11,182500000,100
d482,n115,p11,182500000,100
d483,n116,p11,182500000,100
d484,n117,p11,182500000,100
d485,n118,p11,182500000,100
d486,n119,p11,182500000,100
d487,n120,p11,182500000,100
d488,n121,p11,182500000,100
d489,n122,p11,182500000,100
d490,n123,p11,182500000,100
d491,n124,p11,182500000,100
d492,n125,p11,182500000,100
d493,n126,p11,182500000,100
d494,n127,p11,182500000,100
d495,n128,p11,182500000,100
d496,n129,p11,182500000,100
d497,n130,p11,182500000,100
d498,n131,p11,182500000,100
d499,n132,p11,182500000,100
d500,n133,p11,182500000,100
d501,n134,p11,182500000,100
d502,n135,p11,182500000,100
d503,n136,p11,182500000,100
d504,n137,p11,182500000,100
d505,n138,p11,182500000,100
d506,n139,p11,182500000,100
d507,n140,p11,182500000,100
d508,n141,p11,182500000,100
d509,n142,p11,182500000,100
d510,n143,p11,182500000,100
d511,n144,p11,182500000,100
d512,n145,p11,182500000,100
d513,n146,p11,182500000,100
d514,n147,p11,182500000,100
d515,n148,p11,182500000,100
d516,n149,p11,182500000,100
d517,n150,p11,182500000,100
d518,n151,p11,182500000,100
d519,n152,p11,182500000,100
d520,n153,p11,182500000,100
d521,n154,p11,182500000,100
d522,n155,p11,182500000,100
d523,n156,p11,182500000,100
d524,n157,p11,182500000,100
d525,n158,p11,182500000,100
d526,n159,p11,182500000,100
d527,n160,p11,182500000,100
d528,n161,p11,182500000,100
d529,n162,p11,182500000,100
d530,n163,p11,182500000,100
d531,n164,p11,182500000,100
d532,n165,p11,182500000,100
d533,n166,p11,182500000,100
d534,n167,p11,182500000,100
d535,n168,p11,182500000,100
d536,n169,p11,182500000,100
d537,n170,p11,182500000,100
d538,n171,p11,182500000,100
d539,n172,p11,182500000,100
d540,n173,p11,182500000,100
d541,n174,p11,182500000,100
d542,n175,p11,182500000,100
d543,n176,p11,182500000,100
d544,n177,p11,182500000,100
d545,n178,p11,182500000,100
d546,n179,p11,182500000,100
d547,n180,p11,182500000,100
d548,n181,p11,182500000,100
d549,n182,p11,182500000,100
d550,n183,p11,182500000,100
d551,n184,p11,182500000,100
d552,n185,p11,182500000,100
d553,n186,p11,182500000,100
d554,n187,p11,182500000,100
d555,n188,p11,182500000,100
d556,n189,p11,182500000,100
d557,n190,p11,182500000,100
d558,n191,p11,182500000,100
d559,n192,p11,182500000,100
d560,n193,p11,182500000,100
d561,n194,p11,182500000,100
d562,n195,p11,182500000,100
d563,n196,p11,182500000,100
d564,n197,p11,182500000,100
d565,n198,p11,182500000,100
d566,n199,p11,182500000,100
d567,n200,p11,182500000,100
d568,n201,p11,182500000,100
d569,n202,p11,182500000,100
d570,n203,p11,182500000,100
d571,n204,p11,182500000,100
d572,n205,p11,182500000,100
d573,n206,p11,182500000,100
d574,n207,p11,182500000,100
d575,n208,p11,182500000,100
d576,n209,p11,182500000,100
d577,n210,p11,182500000,100
d578,n211,p11,182500000,100
d579,n212,p11,182500000,100
d580,n213,p11,182500000,100
d581,n214,p11,182500000,100
d582,n215,p11,182500000,100
d583,n216,p11,182500000,100
d584,n217,p11,182500000,100
d585,n218,p11,182500000,100
d586,n219,p11,182500000,100
d587,n220,p11,182500000,100
d588,n221,p11,182500000,100
d589,n222,p11,182500000,100
d590,n223,p11,182500000,100
d591,n224,p11,182500000,100
d592,n225,p11,182500000,100
d593,n226,p11,182500000,100
d594,n227,p11,182500000,100
d595,n228,p11,182500000,100
d596,n229,p11,182500000,100
d597,n230,p11,182500000,100
d598,n231,p11,182500000,100
d599,n232,p11,182500000,100
d600,n233,p11,182500000,100
d601,n234,p11,182500000,100
d602,n235,p11,182500000,100
d603,n236,p11,182500000,100
d604,n237,p11,182500000,100
d605,n238,p11,182500000,100
d606,n239,p11,182500000,100
d607,n240,p11,182500000,100
d608,n241,p11,182500000,100
d609,n242,p11,182500000,100
d610,n243,p11,182500000,100
d611,n244,p11,182500000,100
d612,n245,p11,182500000,100
d613,n246,p11,182500000,100
d614,n247,p11,182500000,100
d615,n248,p11,182500000,100
d616,n249,p11,182500000,100
d617,n250,p11,182500000,100
d618,n251,p11,182500000,100
d619,n252,p11,182500000,100
d620,n253,p11,182500000,100
d621,n254,p11,182500000,100
d622,n255,p11,182500000,100
d623,n256,p11,182500000,100
d624,n257,p11,182500000,100
d625,n258,p11,182500000,100
d626,n259,p11,182500000,100
d627,n260,p11,182500000,100
d628,n261,p11,182500000,100
d629,n262,p11,182500000,100
d630,n263,p11,182500000,100
d631,n264,p11,182500000,100
d632,n265,p11,182500000,100
d633,n266,p11,182500000,100
d634,n267,p11,182500000,100
d635,n268,p11,182500000,100
d636,n269,p11,182500000,100
d637,n270,p11,182500000,100
d638,n271,p11,182500000,100
d639,n272,p11,182500000,100
d640,n273,p11,182500000,100
d641,n274,p11,182500000,100
d642,n275,p11,182500000,100
d643,n276,p11,182500000,100
d644,n277,p11,182500000,100
d645,n278,p11,182500000,100
d646,n279,p11,182500000,100
d647,n280,p11,182500000,100
d648,n281,p11,182500000,100
d649,n282,p11,182500000,100
d650,n283,p11,182500000,100
d651,n284,p11,182500000,100
d652,n285,p11,182500000,100
d653,n286,p11,182500000,100
d654,n287,p11,182500000,100
d655,n288,p11,182500000,100
d656,n289,p11,182500000,100
d657,n290,p11,182500000,100
d658,n291,p11,182500000,100
d659,n292,p11,182500000,100
d660,n293,p11,182500000,100
d661,n294,p11,182500000,100
d662,n295,p11,182500000,100
d663,n296,p11,182500000,100
d664,n297,p11,182500000,100
d665,n298,p11,182500000,100
d666,n299,p11,182500000,100
d667,n300,p11,182500000,100
d668,n301,p11,182500000,100
d669,n302,p11,182500000,100
d670,n303,p11,182500000,100
d671,n304,p11,182500000,100
d672,n305,p11,182500000,100
d673,n306,p11,182500000,100
d674,n307,p11,182500000,100
d675,n308,p11,182500000,100
d676,n309,p11,182500000,100
d677,n310,p11,182500000,100
d678,n311,p11,182500000,100
d679,n312,p11,182500000,100
d680,n313,p11,182500000,100
d681,n314,p11,182500000,100
d682,n315,p11,182500000,100
d683,n316,p11,182500000,100
d684,n317,p11,182500000,100
d685,n318,p11,182500000,100
d686,n319,p11,182500000,100
d687,n320,p11,182500000,100
d688,n321,p11,182500000,100
d689,n322,p11,182500000,100
d690,n323,p11,182500000,100
d691,n324,p11,182500000,100
d692,n325,p11,182500000,100
d693,n326,p11,182500000,100
d694,n327,p11,182500000,100
d695,n328,p11,182500000,100
d696,n329,p11,182500000,100
d697,n330,p11,182500000,100
d698,n331,p11,182500000,100
d699,n332,p11,182500000,100
d700,n333,p11,182500000,100
d701,n334,p11,182500000,100
d702,n335,p11,182500000,100
d703,n336,p11,182500000,100
d704,n337,p11,182500000,100
d705,n338,p11,182500000,100
d706,n339,p11,182500000,100
d707,n340,p11,182500000,100
d708,n341,p11,182500000,100
d709,n342,p11,182500000,100
d710,n343,p11,182500000,100
d711,n344,p11,182500000,100
d712,n345,p11,182500000,100
d713,n346,p11,182500000,100
d714,n347,p11,182500000,100
d715,n348,p11,182500000,100
d716,n349,p11,182500000,100
d717,n350,p11,182500000,100
d718,n351,p11,182500000,100
d719,n352,p11,182500000,100
d720,n353,p11,182500000,100
d721,n354,p11,182500000,100
d722,n355,p11,182500000,100
d723,n356,p11,182500000,100
d724,n357,p11,182500000,100
d725,n358,p11,182500000,100
d726,n359,p11,182500000,100
d727,n360,p11,182500000,100
d728,n361,p11,182500000,100
d729,n362,p11,182500000,100
d730,n363,p11,182500000,100
d731,n364,p11,182500000,100
d732,n365,p11,182500000,100
d733,n366,p11,182500000,100
d734,n367,p11,182500000,100
d735,n368,p11,182500000,100
d736,n369,p11,182500000,100
d737,n370,p11,182500000,100
d738,n371,p11,182500000,100
d739,n372,p11,182500000,100
d740,n373,p11,182500000,100
d741,n374,p11,182500000,100
d742,n375,p11,182500000,100
d743,n376,p11,182500000,100
d744,n377,p11,182500000,100
d745,n378,p11,182500000,100
d746,n379,p11,182500000,100
d747,n380,p11,182500000,100
d748,n381,p11,182500000,100
d749,n382,p11,182500000,100
d750,n383,p11,182500000,100
d751,n384,p11,182500000,100
d752,n385,p11,182500000,100
d753,n386,p11,182500000,100
d754,n387,p11,182500000,100
d755,n388,p11,182500000,100
d756,n389,p11,182500000,100
d757,n390,p11,182500000,100
d758,n391,p11,182500000,100
d759,n392,p11,182500000,100
d760,n393,p11,182500000,100
d761,n394,p11,182500000,100
d762,n395,p11,182500000,100
d763,n396,p11,182500000,100
d764,n397,p11,182500000,100
d765,n398,p11,182500000,100
d766,n399,p11,182500000,100
d767,n400,p11,182500000,100
d768,n401,p11,182500000,100
d769,n402,p11,182500000,100
d770,n403,p11,182500000,100
d771,n404,p11,182500000,100
d772,n405,p11,182500000,100
d773,n406,p11,182500000,100
d774,n407,p11,182500000,100
d775,n408,p11,182500000,100
d776,n409,p11,182500000,100
d777,n410,p11,182500000,100
d778,n411,p11,182500000,100
d779,n412,p11,182500000,100
d780,n413,p11,182500000,100
d781,n414,p11,182500000,100
d782,n415,p11,182500000,100
d783,n416,p11,182500000,100
d784,n417,p11,182500000,100
d785,n418,p11,182500000,100
d786,n419,p11,182500000,100
d787,n420,p11,182500000,100
d788,n421,p11,182500000,100
d789,n422,p11,182500000,100
d790,n423,p11,182500000,100
d791,n424,p11,182500000,100
d792,n425,p11,182500000,100
d793,n426,p11,182500000,100
d794,n427,p11,182500000,100
d795,n428,p11,182500000,100
d796,n429,p11,182500000,100
d797,n430,p11,182500000,100
d798,n431,p11,182500000,100
d799,n432,p11,182500000,100
d800,n433,p11,182500000,100
d801,n434,p11,182500000,100
d802,n435,p11,182500000,100
d803,n436,p11,182500000,100
d804,n437,p11,182500000,100
d805,n438,p11,182500000,100
d806,n439,p11,182500000,100
d807,n440,p11,182500000,100
d808,n441,p11,182500000,100
d809,n442,p11,182500000,100
d810,n443,p11,182500000,100
d811,n1,p10,182500000,0.3
d812,n2,p10,182500000,0.3
d813,n3,p10,182500000,0.3
d814,n4,p10,182500000,0.3
d815,n5,p10,182500000,0.3
d816,n6,p10,182500000,0.3
d817,n7,p10,182500000,0.3
d818,n8,p10,182500000,0.3
d819,n9,p10,182500000,0.3
d820,n10,p10,182500000,0.3
d821,n11,p10,182500000,0.3
d822,n12,p10,182500000,0.3
d823,n13,p10,182500000,0.3
d824,n14,p10,182500000,0.3
d825,n15,p10,182500000,0.3
d826,n16,p10,182500000,0.3
d827,n17,p10,182500000,0.3
d828,n18,p10,182500000,0.3
d829,n19,p10,182500000,0.3
d830,n20,p10,182500000,0.3
d831,n21,p10,182500000,0.3
d832,n22,p10,182500000,0.3
d833,n23,p10,182500000,0.3
d834,n24,p10,182500000,0.3
d835,n25,p10,182500000,0.3
d836,n26,p10,182500000,0.3
d837,n27,p10,182500000,0.3
d838,n28,p10,182500000,0.3
d839,n29,p10,182500000,0.3
d840,n30,p10,182500000,0.3
d841,n31,p10,182500000,0.3
d842,n32,p10,182500000,0.3
d843,n33,p10,182500000,0.3
d844,n34,p10,182500000,0.3
d845,n35,p10,182500000,0.3
d846,n36,p10,182500000,0.3
d847,n37,p10,182500000,0.3
d848,n38,p10,182500000,0.3
d849,n39,p10,182500000,0.3
d850,n40,p10,182500000,0.3
d851,n41,p10,182500000,0.3
d852,n42,p10,182500000,0.3
d853,n43,p10,182500000,0.3
d854,n44,p10,182500000,0.3
d855,n45,p10,182500000,0.3
d856,n46,p10,182500000,0.3
d857,n47,p10,182500000,0.3
d858,n48,p10,182500000,0.3
d859,n49,p10,182500000,0.3
d860,n50,p10,182500000,0.3
d861,n51,p10,182500000,0.3
d862,n52,p10,182500000,0.3
d863,n53,p10,182500000,0.3
d864,n54,p10,182500000,0.3
d865,n55,p10,182500000,0.3
d866,n56,p10,182500000,0.3
d867,n57,p10,182500000,0.3
d868,n58,p10,182500000,0.3
d869,n59,p10,182500000,0.3
d870,n60,p10,182500000,0.3
d871,n61,p10,182500000,0.3
d872,n62,p10,182500000,0.3
d873,n63,p10,182500000,0.3
d874,n64,p10,182500000,0.3
d875,n65,p10,182500000,0.3
d876,n66,p10,182500000,0.3
d877,n67,p10,182500000,0.3
d878,n68,p10,182500000,0.3
d879,n69,p10,182500000,0.3
d880,n70,p10,182500000,0.3
d881,n71,p10,182500000,0.3
d882,n72,p10,182500000,0.3
d883,n73,p10,182500000,0.3
d884,n74,p10,182500000,0.3
d885,n75,p10,182500000,0.3
d886,n76,p10,182500000,0.3
d887,n77,p10,182500000,0.3
d888,n78,p10,182500000,0.3
d889,n79,p10,182500000,0.3
d890,n80,p10,182500000,0.3
d891,n81,p10,182500000,0.3
d892,n82,p10,182500000,0.3
d893,n83,p10,182500000,0.3
d894,n84,p10,182500000,0.3
d895,n85,p10,182500000,0.3
d896,n86,p10,182500000,0.3
d897,n87,p10,182500000,0.3
d898,n88,p10,182500000,0.3
d899,n89,p10,182500000,0.3
d900,n90,p10,182500000,0.3
d901,n91,p10,182500000,0.3
d902,n92,p10,182500000,0.3
d903,n93,p10,182500000,0.3
d904,n94,p10,182500000,0.3
d905,n95,p10,182500000,0.3
d906,n96,p10,182500000,0.3
d907,n97,p10,182500000,0.3
d908,n98,p10,182500000,0.3
d909,n99,p10,182500000,0.3
d910,n100,p10,182500000,0.3
d911,n101,p10,182500000,0.3
d912,n102,p10,182500000,0.3
d913,n103,p10,182500000,0.3
d914,n104,p10,182500000,0.3
d915,n105,p10,182500000,0.3
