Hour,1,2,3
73,7175.41947,2189.602333,3311.564161
74,7092.439528,2203.592244,3293.035742
75,7011.791124,2204.303757,3262.154743
76,6927.850649,2192.317854,3222.774486
77,6834.994496,2168.215518,3178.748292
78,6729.038677,2132.936763,3133.301381
79,6611.557688,2088.857721,3087.146561
80,6485.565648,2038.713557,3040.368542
81,6354.076676,1985.239435,2993.052031
82,6219.982602,1930.855095,2945.241459
83,6085.686107,1876.718574,2896.820155
84,5953.467585,1823.672485,2847.63117
85,5825.60743,1772.559443,2797.517557
86,5704.398075,1724.307871,2746.381394
87,5592.180111,1680.18945,2694.360864
88,5491.306173,1641.561668,2641.653176
89,5404.128891,1609.782018,2588.455541
90,5332.264491,1585.716039,2534.980706
91,5274.383568,1568.261472,2481.503575
92,5228.420311,1555.824105,2428.314591
93,5192.308907,1546.80973,2375.704195
94,5164.164691,1539.816712,2323.976156
95,5142.827578,1534.213732,2273.487543
96,5127.318632,1529.562048,2224.608749
97,5116.658913,1525.422915,2177.710168
98,5109.881308,1521.134925,2133.189432
99,5106.066004,1515.146001,2091.553115
100,5104.305012,1505.6814,2053.335031
101,5103.690342,1490.96638,2019.068992
102,5103.068675,1469.90572,1989.070462
103,5100.305366,1444.122299,1962.78152
104,5093.020438,1415.918517,1939.425893
105,5078.833916,1387.596774,1918.227313
106,5057.247175,1361.117577,1898.81371
107,5035.287003,1337.073847,1882.429819
108,5021.861538,1315.716609,1870.724577
109,5025.87892,1297.296889,1865.346921
110,5053.931739,1282.21539,1867.911613
111,5103.350395,1271.471517,1879.896719
112,5169.149737,1266.214352,1902.74613
113,5246.344617,1267.592979,1937.903738
114,5331.623203,1277.427919,1986.622792
115,5428.366935,1300.225446,2049.393965
116,5541.630571,1341.163275,2126.517289
117,5676.46887,1405.41912,2218.292795
118,5834.740898,1495.20531,2323.665154
119,6005.522949,1600.872634,2436.15759
120,6174.695627,1709.806493,2547.937966
121,6328.139535,1809.39229,2651.174146
122,6454.756256,1889.480008,2739.457155
123,6555.531305,1949.777943,2812.070668
124,6634.471176,1992.458972,2869.721522
125,6695.582364,2019.69597,2913.116554
126,6742.341777,2033.990647,2943.621282
127,6776.107978,2039.160042,2965.235938
128,6797.709941,2039.350026,2982.619437
129,6807.976641,2038.706473,3000.43069
130,6808.590579,2040.565735,3022.172237
131,6804.648355,2045.026092,3046.721111
132,6802.100095,2051.376304,3071.797974
133,6806.895927,2058.905131,3095.123486
134,6822.760022,2066.82162,3114.676584
135,6844.512736,2074.015962,3129.469317
136,6864.748473,2079.29863,3138.772012
137,6876.061636,2081.480102,3141.854995
138,6873.338737,2079.812326,3138.380871
139,6860.634729,2075.313137,3129.581358
140,6844.296675,2069.441844,3117.080451
141,6830.671639,2063.657757,3102.502145
142,6824.635314,2059.126379,3087.391635
143,6825.177907,2055.838002,3072.978906
144,6829.81826,2053.489111,3060.415143
145,6836.07521,2051.776193,3050.851529
146,6841.903258,2050.386879,3044.939443
147,6846.999547,2048.973381,3041.331038
148,6851.496882,2047.179054,3038.17866
149,6855.528066,2044.647254,3033.634658
150,6859.494989,2040.830744,3026.315322
151,6864.875875,2034.419907,3016.692724
152,6873.418035,2023.914531,3005.702881
153,6886.868778,2007.814407,2994.281807
154,6905.328326,1985.056386,2982.778158
155,6922.308554,1956.325579,2969.191133
156,6929.674251,1922.744159,2950.932574
157,6919.290204,1885.434299,2925.41432
158,6887.280353,1846.448214,2893.394075
159,6846.805247,1811.558281,2869.01301
160,6815.284586,1787.466916,2869.758158
161,6810.138069,1780.876537,2913.116554
162,6844.067929,1797.135641,3009.50528
163,6910.906524,1836.177045,3141.061602
164,6999.768743,1896.579646,3282.852833
165,7099.769476,1976.922341,3409.946286
166,7199.943376,2073.82763,3502.686013
167,7289.004147,2176.092433,3562.523022
168,7355.585255,2270.55727,3596.185057
169,7388.320168,2344.062663,3610.399866
170,7379.901372,2387.41189,3611.193583
171,7339.257433,2407.259242,3601.785892
172,7279.375936,2414.221768,3584.694866
173,7213.244467,2418.916515,3562.43858
174,7150.562023,2429.297701,3536.678898
175,7087.873247,2442.668219,3505.65285
176,7018.434194,2453.668137,3466.741259
177,6935.500917,2456.93752,3417.324946
178,6834.737887,2448.105561,3355.548509
179,6721.443234,2426.757974,3282.611651
180,6603.323502,2393.469603,3200.477849
181,6488.085237,2348.815289,3111.110581
182,6381.09193,2293.709902,3016.637906
183,6278.334869,2230.428421,2919.846209
184,6173.462285,2161.585851,2823.686459
185,6060.122412,2089.797197,2731.109623
186,5933.895202,2017.37037,2644.490036
187,5798.087472,1945.384905,2563.895512
188,5657.937758,1874.613242,2488.817231
189,5518.684596,1805.827821,2418.746375
190,5384.893944,1739.835445,2353.298465
191,5258.441448,1677.580364,2292.586385
192,5140.530179,1620.041193,2236.847357
193,5032.363205,1568.196545,2186.318604
194,4935.90219,1523.250373,2141.297405
195,4856.143172,1487.307992,2102.321255
196,4798.840783,1462.700056,2069.987703
197,4769.749653,1451.757219,2044.894299
198,4772.296391,1455.855847,2027.293251
199,4800.595504,1472.555157,2016.055393
200,4846.433475,1498.460078,2009.706221
201,4901.596786,1530.17554,2006.771226
202,4960.701019,1565.280625,2006.136456
203,5029.678143,1605.251025,2008.130172
204,5117.289225,1652.536586,2013.441189
205,5232.295333,1709.587154,2022.758321
206,5379.855853,1777.506837,2036.884074
207,5550.723453,1852.016788,2057.075709
208,5732.049124,1927.492422,2084.704183
209,5910.983852,1998.309155,2121.140446
210,6075.938806,2059.575345,2167.689537
211,6220.365864,2109.331116,2225.392819
212,6338.977085,2146.349536,2295.225741
213,6426.484527,2169.403675,2378.163748
214,6480.416528,2178.316791,2473.602898
215,6509.56654,2177.112912,2574.621675
216,6525.544293,2170.866258,2672.719172
217,6539.959519,2164.651049,2759.394484
218,6561.943919,2162.469302,2828.11068
219,6590.717083,2164.03423,2880.186742
220,6623.020569,2167.98684,2918.905628
221,6655.595938,2172.968144,2947.550298
222,6685.57678,2177.738855,2969.064706
223,6711.664804,2181.538503,2985.036798
224,6732.95375,2183.726324,2996.715514
225,6748.53736,2183.661551,3005.349797
226,6757.794493,2181.074026,3012.118648
227,6761.244492,2177.176011,3017.921315
228,6759.691817,2173.550376,3023.587106
229,6753.940931,2171.779988,3029.945328
230,6744.969286,2172.755271,3037.5025
231,6734.4463,2174.596872,3045.473986
232,6724.21438,2174.732992,3052.752357
233,6716.115934,2170.591831,3058.230189
234,6711.016285,2160.682652,3061.046664
235,6705.87242,2147.838966,3061.327406
236,6696.664242,2135.975344,3059.444652
237,6679.371651,2129.006358,3055.770636
238,6651.683557,2129.51683,3050.686474
239,6618.124898,2134.772584,3044.608813
240,6584.929618,2140.709694,3037.96318
241,6558.33166,2143.264234,3031.175104
242,6542.944452,2139.676954,3024.656987
243,6536.899348,2132.407306,3018.768731
244,6536.707186,2125.219419,3013.857111
245,6538.878804,2121.877419,3010.268903
246,6541.337758,2125.412524,3008.240781
247,6547.658477,2135.924296,3007.569005
248,6562.828108,2152.77939,3007.939734
249,6591.8338,2175.344457,3009.039126
250,6639.397959,2203.462097,3010.603356
251,6709.18402,2238.878705,3012.568667
252,6804.59068,2283.816623,3014.921315
253,6929.016632,2340.498194,3017.647562
254,7080.626722,2408.675333,3021.354666
255,7236.650396,2478.218248,3029.133888
256,7369.083249,2536.526721,3044.697489
257,7449.920878,2571.000532,3071.757731
258,7459.761944,2573.117084,3112.857141
259,7413.617377,2550.664258,3165.859303
260,7335.101171,2515.507559,3227.458069
261,7247.827322,2479.512491,3294.347289
262,7170.58125,2451.713513,3362.474939
263,7102.834078,2429.820913,3424.805497
264,7039.228354,2408.713935,3473.557566
265,6974.406628,2383.271824,3500.949752
266,6903.439008,2349.475379,3501.797455
267,6823.105843,2307.711626,3481.303262
268,6730.615041,2259.469147,3447.26656
269,6623.174512,2206.236523,3407.486733
270,6499.337452,2149.560869,3368.019325
271,6363.038207,2091.223433,3327.944512
272,6219.556411,2033.063996,3284.59863
273,6074.171697,1976.922341,3235.318014
274,5931.707902,1924.267935,3178.051378
275,5795.165673,1875.088998,3113.196952
276,5667.089858,1829.003438,3041.765347
277,5550.025308,1785.629163,2964.76717
278,5446.3531,1744.930028,2883.506551
279,5357.799223,1708.253688,2800.461693
280,5285.925895,1677.293746,2718.404321
281,5232.295333,1653.743804,2640.106157
282,5197.621845,1638.748105,2567.743815
283,5179.228103,1631.253446,2501.113475
284,5173.58887,1629.657262,2439.416206
285,5177.178908,1632.356989,2381.853078
286,5186.820018,1637.930715,2327.771336
287,5200.722154,1645.679126,2277.102928
288,5217.442309,1655.083564,2229.925976
289,5235.537475,1665.625368,2186.318604
290,5252.956857,1676.59407,2146.369343
291,5265.218502,1686.511981,2110.208347
292,5267.232669,1693.709601,2077.976181
293,5253.909617,1696.517434,2049.813406
294,5222.294381,1693.889687,2025.653568
295,5177.971099,1687.27538,2004.602145
296,5128.658687,1678.747241,1985.557594
297,5082.076058,1670.377994,1967.418376
298,5044.579529,1663.923804,1949.458661
299,5017.07502,1659.874597,1932.455465
300,4999.105853,1658.403736,1917.561518
301,4990.215351,1659.684586,1905.929548
302,4990.070971,1664.180314,1898.857598
303,4998.836709,1673.5133,1898.224975
304,5016.800695,1689.595727,1906.0563
305,5044.251061,1714.33978,1924.376196
306,5083.47337,1749.83606,1955.232288
307,5144.742913,1798.888847,2000.76422
308,5240.332417,1864.480842,2063.134642
309,5382.514607,1949.594744,2144.506201
310,5578.53851,2054.613186,2244.940333
311,5815.558366,2169.518539,2356.093618
312,6075.704717,2281.693108,2467.521424
313,6341.108105,2378.519198,2568.779116
314,6594.721888,2450.28637,2651.866397
315,6822.790683,2498.913208,2718.56031
316,7012.381924,2529.225554,2773.08223
317,7150.563044,2546.049248,2819.653535
318,7230.169704,2553.721048,2861.852261
319,7267.110481,2554.621373,2900.683075
320,7283.062179,2550.641557,2936.507304
321,7299.701604,2543.672936,2969.686276
322,7333.165085,2535.454217,3000.479766
323,7377.427056,2527.113606,3028.741344
324,7420.921477,2519.626683,3054.223028
325,7452.082306,2513.969026,3076.676837
326,7462.346448,2510.489263,3095.847498
327,7455.16258,2507.028214,3111.450569
328,7436.982326,2500.799751,3123.194316
329,7414.257309,2489.017742,3130.787006
330,7392.506511,2469.997034,3134.12527
331,7373.518348,2446.456382,3133.859201
332,7358.148595,2422.215516,3130.827258
333,7347.253029,2401.09417,3125.8679
334,7341.081038,2385.845598,3119.765165
335,7337.456471,2374.957161,3113.08541
336,7333.596791,2365.849742,3106.340573
337,7326.719459,2355.944227,3100.042592
338,7314.816539,2343.301588,3094.540567
339,7298.978497,2328.543153,3089.532248
340,7281.070402,2312.930339,3084.552551
341,7262.957321,2297.724564,3079.13639
342,7245.903552,2283.91865,3072.755838
343,7228.770325,2271.431042,3064.631602
344,7209.818096,2259.911593,3053.921547
345,7187.307326,2249.010152,3039.78354
346,7159.725395,2238.476692,3021.866511
347,7126.467361,2228.46166,3001.783645
348,7087.155205,2219.215623,2981.639189
349,7041.410909,2210.989148,2963.537393
350,6992.517787,2204.829166,2949.75634
351,6958.404492,2204.968067,2943.269449
352,6960.661013,2216.434602,2947.223974
353,7020.877339,2244.257527,2964.76717
354,7152.154168,2291.683777,2998.686145
355,7333.635034,2354.833024,3050.327431
356,7535.974182,2428.043124,3120.677415
357,7729.825857,2505.651931,3210.722483
358,7890.625144,2581.886167,3318.392332
359,8012.930493,2650.528015,3429.389904
360,8096.081194,2705.248523,3526.361449
361,8139.41654,2739.718739,3591.953218
362,8144.407682,2750.15167,3614.192642
363,8121.053228,2742.928157,3602.63187
364,8081.483646,2726.970996,3572.204229
365,8037.829405,2711.202986,3537.843049
366,7999.230123,2702.046158,3510.924669
367,7962.862022,2695.919478,3488.597478
368,7922.910473,2686.741144,3464.452877
369,7873.560846,2668.429356,3432.082265
370,7809.795952,2636.534027,3386.48751
371,7729.788365,2593.131935,3328.312348
372,7632.508097,2541.931572,3259.610985
373,7516.925158,2486.641429,3182.437622
374,7382.823822,2430.285593,3098.856046
375,7233.24539,2373.150528,3010.968373
376,7072.045426,2314.838289,2920.8863
377,6903.079491,2254.950934,2830.721524
378,6729.897401,2193.361006,2742.289863
379,6554.825989,2131.022989,2656.223608
380,6379.886341,2069.161851,2572.859173
381,6207.099544,2009.002563,2492.532969
382,6038.439484,1951.632467,2415.640865
383,5875.691242,1897.588399,2342.816555
384,5720.592699,1847.269572,2274.753187
385,5574.881735,1801.075196,2212.143912
386,5440.740123,1759.647371,2155.836011
387,5322.125201,1724.599762,2107.293296
388,5223.438196,1697.788921,2068.133709
389,5149.080339,1681.071401,2039.975193
390,5101.741379,1675.469821,2023.663631
391,5077.265155,1678.671058,2016.956657
392,5069.784023,1687.528053,2016.839845
393,5073.430345,1698.893747,2020.298768
394,5083.706424,1710.486139,2025.101006
395,5101.594352,1723.483459,2032.142158
396,5129.446167,1739.928996,2043.099827
397,5169.613909,1761.866035,2059.651618
398,5224.548236,1791.217838,2083.559515
399,5297.094302,1829.42755,2116.923017
400,5390.195878,1877.818291,2161.926002
401,5506.79674,1937.71318,2220.752348
402,5648.076224,2009.586266,2294.139754
403,5808.155919,2090.515325,2377.041195
404,5979.392976,2176.729063,2462.963466
405,6154.144548,2264.456185,2545.413361
406,6325.310171,2349.802974,2618.871065
407,6487.958922,2428.386005,2681.710322
408,6637.702259,2495.699432,2733.278264
409,6770.151644,2547.237405,2772.922026
410,6881.155109,2579.721458,2800.404435
411,6967.506974,2594.782655,2817.1511
412,7026.238133,2595.279438,2825.003327
413,7054.379479,2584.070253,2825.802418
414,7051.390821,2563.997631,2821.731874
415,7026.44763,2537.840456,2816.343971
416,6991.154294,2508.3617,2813.533183
417,6957.115201,2478.324335,2817.193982
418,6933.378641,2450.051629,2829.782241
419,6918.768514,2424.108053,2847.999436
420,6909.552625,2400.618372,2867.108443
421,6901.998777,2379.707355,2882.37214
422,6892.72345,2361.195208,2890.103742
423,6879.737835,2343.683907,2890.817819
424,6861.401799,2325.470867,2886.07928
425,6836.07521,2304.853502,2877.453034
426,6803.178007,2280.803223,2866.508232
427,6766.370412,2254.987409,2854.830992
428,6730.372719,2229.747436,2844.011671
429,6699.905221,2207.424679,2835.640631
430,6678.307621,2189.658508,2830.798165
431,6663.397257,2175.280275,2828.52432
432,6651.610876,2162.419329,2827.349077
433,6639.385225,2149.205016,2825.802418
434,6624.090139,2134.211301,2822.663316
435,6606.827792,2117.790604,2817.706706
436,6589.633449,2100.739964,2810.956513
437,6574.542373,2083.856415,2802.436663
438,6562.859145,2067.844483,2792.184779
439,6552.96562,2053.03864,2780.293272
440,6542.512973,2039.680848,2766.86825
441,6529.152377,2028.013065,2752.015824
442,6511.832314,2018.518293,2736.326148
443,6494.690495,2012.643694,2722.325561
444,6483.161939,2012.077467,2713.024449
445,6482.681666,2018.507814,2711.433198
446,6499.359537,2034.143659,2720.591482
447,6542.004792,2063.276819,2743.656137
448,6620.101515,2110.719833,2783.81329
449,6743.133789,2181.285239,2844.249067
450,6913.448187,2275.827929,2925.761366
451,7104.841246,2379.372208,3019.595188
452,7283.971992,2472.984731,3114.607306
453,7417.499452,2537.732154,3199.654494
454,7481.416842,2560.281533,3265.6424
455,7489.054144,2549.701526,3311.672177
456,7463.075528,2520.661191,3338.893853
457,7426.145165,2487.829586,3348.457458
458,7395.972783,2462.803587,3341.969916
459,7370.450324,2444.891349,3322.865737
460,7342.515288,2430.328844,3295.036329
461,7305.105175,2415.352046,3262.373099
462,7252.488774,2396.758819,3227.734849
463,7184.260048,2373.594594,3189.849972
464,7101.344248,2345.466694,3146.414255
465,7004.666626,2311.982441,3095.123486
466,6895.423386,2272.905435,3034.349388
467,6775.894533,2228.62438,2965.16743
468,6648.631021,2179.684256,2889.329014
469,6516.183806,2126.630045,2808.585546
470,6381.559397,2070.490575,2724.919599
471,6249.586513,2014.230066,2641.238424
472,6125.549428,1961.296588,2560.680446
473,6014.732416,1915.138209,2486.384086
474,5921.052692,1878.392309,2420.790269
475,5842.959242,1850.453523,2363.549928
476,5777.533991,1829.905795,2313.616497
477,5721.858867,1815.333072,2269.943411
478,5673.486097,1805.553368,2231.698664
479,5631.849114,1800.32097,2198.908495
480,5596.851654,1799.624231,2171.813702
481,5568.39745,1803.451509,2150.655084
482,5545.926748,1811.7027,2135.57034
483,5527.025838,1823.923883,2126.284774
484,5508.817522,1839.572677,2122.420592
485,5488.424599,1858.106702,2123.6
486,5464.269094,1879.1219,2129.527746
487,5439.969928,1902.767489,2140.238751
488,5420.445241,1929.331007,2155.850478
489,5410.613176,1959.099995,2176.480392
490,5413.985044,1992.305595,2202.211034
491,5428.444828,2028.953376,2232.985266
492,5450.469677,2068.99251,2268.711029
493,5476.536743,2112.372168,2309.296261
494,5503.53369,2158.460445,2354.206446
495,5529.990247,2204.30111,2401.137237
496,5554.846657,2246.356857,2447.341829
497,5577.043163,2281.090375,2490.073416
498,5596.753875,2306.24974,2527.832702
499,5619.088366,2324.72456,2564.110423
500,5650.390075,2340.68983,2603.644823
501,5697.00244,2358.32054,2651.174146
502,5762.810455,2380.57292,2709.694488
503,5841.865329,2405.528141,2775.233358
504,5925.759824,2430.048611,2842.076115
505,6006.086702,2450.996738,2904.508118
506,6076.149091,2465.649997,2957.405336
507,6136.091581,2472.946134,2998.006163
508,6187.769127,2472.237964,3024.139603
509,6233.036685,2462.878302,3033.634658
510,6273.655277,2444.63244,3025.621574
511,6311.010204,2418.915598,3004.43558
512,6346.392833,2387.555471,2975.713147
513,6381.094531,2352.379758,2945.090745
514,6415.646155,2315.063355,2916.963276
515,6447.536518,2276.669955,2890.759362
516,6473.493921,2238.110453,2864.666055
517,6490.246665,2200.295741,2836.870407
518,6495.480714,2163.964135,2806.034771
519,6490.712672,2129.163646,2772.722709
520,6478.416806,2095.769709,2737.973085
521,6461.067382,2063.657757,2702.824762
522,6441.192473,2032.822297,2668.521651
523,6421.535383,2003.734135,2637.127862
524,6404.893222,1976.983148,2610.91255
525,6394.063101,1953.159213,2592.144871
526,6390.753671,1932.641314,2582.163575
527,6392.319745,1914.964855,2578.585781
528,6395.027675,1899.454347,2578.098203
529,6395.143815,1885.434299,2577.387552
530,6390.144383,1872.638121,2574.27443
531,6382.345048,1862.434828,2571.114991
532,6375.271348,1856.602331,2571.399276
533,6372.448817,1856.918546,2578.617329
534,6376.944797,1864.757749,2596.132006
535,6389.993852,1879.879675,2626.797432
536,6412.372353,1901.640421,2673.340544
537,6444.856669,1929.396085,2738.488282
538,6489.234466,1963.912622,2824.265571
539,6551.338587,2011.595419,2929.889281
540,6638.013172,2080.25972,3053.874268
541,6756.102359,2177.720769,3194.735388
542,6907.343548,2306.112458,3347.447194
543,7073.047182,2444.843261,3492.823026
544,7229.416965,2567.6403,3608.135922
545,7352.6566,2648.230697,3670.658918
546,7425.231135,2668.104722,3665.303341
547,7454.650992,2639.80524,3607.533674
548,7454.687937,2583.638264,3520.452689
549,7439.113736,2519.909808,3427.163158
550,7419.171149,2465.182803,3346.352145
551,7395.986918,2421.047855,3279.043876
552,7368.158776,2385.352489,3221.846866
553,7334.284458,2355.944227,3171.369633
554,7293.15208,2330.47236,3124.23409
555,7244.311279,2305.793237,3077.115747
556,7187.502071,2278.564973,3026.703507
557,7122.464474,2245.445683,2969.686276
558,7049.355096,2204.157859,2903.790838
559,6969.996908,2156.681498,2830.895481
560,6886.629474,2106.060974,2753.916372
561,6801.492356,2055.340662,2675.769677
562,6716.353038,2007.107263,2599.068925
563,6631.090687,1962.116789,2525.21709
564,6545.112392,1920.667584,2455.314508
565,6457.825239,1883.057986,2390.461514
566,6369.010443,1849.684312,2331.738969
567,6279.945717,1821.334774,2280.14983
568,6192.282902,1798.895558,2236.67758
569,6107.673837,1783.25285,2202.3057
570,6027.387616,1774.931618,2177.591173
571,5951.162335,1773.011957,2161.38498
572,5878.353348,1776.212742,2152.111606
573,5808.316003,1783.25285,2148.195531
574,5740.532464,1793.028464,2148.268708
575,5674.99214,1805.145001,2151.79297
576,5611.811253,1819.385182,2158.437619
577,5551.106023,1835.531731,2167.871956
578,5492.851286,1853.075053,2179.41955
579,5436.45634,1870.33628,2191.021032
580,5381.189096,1885.344227,2200.271301
581,5326.317468,1896.127706,2204.765253
582,5271.564981,1901.633238,2203.177176
583,5218.477616,1904.478162,2198.498919
584,5169.056966,1908.197523,2194.80172
585,5125.304626,1916.326365,2196.156817
586,5088.419201,1931.341849,2205.507481
587,5056.387336,1951.489597,2221.285109
588,5026.392691,1973.957349,2240.793131
589,4995.618922,1995.932843,2261.334975
590,4962.503163,2015.151472,2280.802696
591,4930.496451,2031.539255,2299.442843
592,4904.303297,2045.569865,2318.090594
593,4888.628216,2057.716975,2337.581122
594,4887.274492,2068.621065,2358.791281
595,4900.440505,2079.589845,2382.764636
596,4927.423408,2092.097832,2410.58643
597,4967.520353,2107.619543,2443.341906
598,5018.867603,2126.785909,2481.341757
599,5074.957858,2146.853516,2521.798467
600,5128.122928,2164.235365,2561.14997
601,5170.694623,2175.344457,2595.8342
602,5198.236137,2177.833445,2623.251157
603,5219.236205,2174.313594,2644.649099
604,5245.414943,2168.635823,2662.238348
605,5288.492471,2164.651049,2678.22923
606,5356.799793,2165.084122,2694.35242
607,5445.111461,2168.15561,2710.419998
608,5544.812913,2170.960013,2725.7644
609,5647.289587,2170.591831,2739.718059
610,5745.23478,2164.903922,2751.609173
611,5836.573229,2154.78258,2760.749004
612,5920.537529,2141.872456,2766.444578
613,5996.360274,2127.818201,2768.00292
614,6063.508734,2113.972254,2764.977844
615,6122.388868,2100.51819,2757.910319
616,6173.641308,2087.347373,2747.588103
617,6217.906686,2074.351164,2734.798952
618,6255.605424,2061.404434,2720.270037
619,6286.277094,2048.316081,2704.486179
620,6309.241058,2034.87851,2687.871613
621,6323.816678,2020.884127,2670.850571
622,6329.699311,2006.260744,2653.91971
623,6328.088298,1991.477802,2637.865369
624,6320.558975,1977.140145,2623.546311
625,6308.686679,1963.85262,2611.821296
626,6293.759259,1952.270453,2603.300773
627,6275.914609,1943.250383,2597.601938
628,6255.003139,1937.699533,2594.093677
629,6230.875256,1936.525024,2592.144871
630,6203.378562,1940.185661,2591.891513
631,6172.349429,1947.347004,2596.538031
632,6137.621427,1956.226294,2610.055957
633,6099.028124,1965.040777,2636.416827
634,6056.61737,1973.100794,2678.424567
635,6011.294154,1984.089086,2734.212667
636,5964.177748,2002.78149,2800.747011
637,5916.387423,2033.953847,2874.993481
638,5870.602844,2080.370099,2953.401775
639,5835.745238,2136.746613,3030.356861
640,5822.296226,2195.787859,3099.72752
641,5840.737429,2250.198309,3155.382537
642,5899.856514,2294.383033,3193.289336
643,6001.665338,2329.549504,3217.809906
644,6146.481806,2358.605795,3235.404879
645,6334.62382,2384.45998,3252.534886
646,6560.766905,2408.942613,3273.373816
647,6797.017058,2429.574178,3292.948591
648,7009.837898,2442.797637,3303.999391
649,7165.693042,2445.055956,3299.266396
650,7241.243415,2433.879245,3273.791943
651,7253.939164,2411.146204,3231.826998
652,7231.427745,2379.822676,3179.924684
653,7201.356611,2342.874507,3124.638123
654,7185.321227,2303.022558,3071.170978
655,7180.709093,2262.007759,3019.329062
656,7178.855718,2221.326056,2967.568729
657,7171.096613,2182.473395,2914.346331
658,7150.231528,2146.448645,2858.735142
659,7114.917176,2112.262361,2802.276121
660,7065.27451,2078.42802,2747.127148
661,7001.424483,2043.459098,2695.446102
662,6923.412901,2006.394395,2648.906744
663,6830.984963,1968.373992,2607.246357
664,6723.810722,1931.063295,2569.718104
665,6601.560228,1896.127706,2535.575149
666,6464.64803,1864.835146,2504.160434
667,6316.466664,1836.863593,2475.176022
668,6161.153163,1811.493538,2448.413757
669,6002.84456,1788.005476,2423.665481
670,5845.291087,1765.797705,2400.71353
671,5690.69578,1744.739758,2379.302212
672,5540.874875,1724.818972,2359.166327
673,5397.644606,1706.022685,2340.040675
674,5263.590137,1688.26449,2321.58909
675,5144.372351,1671.163001,2303.191538
676,5046.421057,1654.263087,2284.157018
677,4976.166066,1637.109615,2263.794528
678,4937.365158,1619.443191,2241.668012
679,4923.087987,1601.787371,2218.361189
680,4923.732178,1584.861443,2194.712725
681,4929.695356,1569.384701,2171.561286
682,4933.729339,1555.998439,2149.699841
683,4938.00273,1545.031972,2129.73859
684,4947.038326,1536.736618,2112.242039
685,4965.358924,1531.363697,2097.774692
686,4996.179915,1529.410725,2087.097897
687,5037.487057,1532.360018,2081.760371
688,5085.9587,1541.940089,2083.507673
689,5138.273197,1559.87945,2094.085362
690,5191.856677,1587.259724,2114.574183
691,5247.126388,1622.574964,2143.39562
692,5305.247356,1663.672335,2178.306342
693,5367.384608,1708.398998,2217.063019
694,5434.556102,1754.659996,2257.540475
695,5507.19152,1800.591892,2298.086161
696,5585.573476,1844.389127,2337.165681
697,5669.984585,1884.246143,2373.244642
698,5760.210232,1919.181182,2405.787881
699,5854.046895,1951.507693,2438.257161
