#node,latitude,longtitude
land0644,43.2013016,-89.3255005
land0645,43.2094994,-89.4833984
land0646,43.2111015,-89.5185013
land0647,43.2090988,-89.4487991
land0648,43.2056999,-89.4235992
land0649,43.2020988,-89.3057022
land0650,43.2004013,-89.3019028
land0651,43.2144012,-89.5644989
land0652,43.2104988,-89.4786987
land0653,43.207901,-89.4539032
land0654,43.2136002,-89.5978012
land0655,43.2103004,-89.4745026
land0656,43.2027016,-89.3641968
land0657,43.2158012,-89.5242996
land0658,43.203701,-89.3735962
land0659,43.2117004,-89.5434036
land0660,43.2072983,-89.4671021
land0661,43.2125015,-89.5493011
land0662,43.2075005,-89.4800034
land0663,43.2123985,-89.5575027
land0664,43.2137985,-89.5546036
land0665,43.2187996,-89.5540009
land0666,43.2043991,-89.4005966
land0667,43.2117996,-89.5621033
land0668,43.209301,-89.5227966
land0669,43.2080994,-89.4897003
land0670,43.200901,-89.3694
land0671,43.1969986,-89.266098
land0672,43.2086983,-89.5137024
land0673,43.2008018,-89.3121033
land0674,43.2116013,-89.5737
land0675,43.2039986,-89.4075012
land0676,43.2024002,-89.3187027
land0677,43.1996994,-89.3675995
land0678,43.1972008,-89.3059998
land0679,43.2112007,-89.5870972
land0680,43.1987,-89.3290024
land0681,43.2084999,-89.5444031
land0682,43.2053986,-89.4842987
land0683,43.2043991,-89.4599991
land0684,43.2032013,-89.358902
land0685,43.2106018,-89.5843964
land0686,43.2108994,-89.580101
land0687,43.2088013,-89.5634995
land0688,43.2080002,-89.5361023
land0689,43.2103004,-89.5314026
land0690,43.2043991,-89.4549026
land0691,43.1982002,-89.3572006
land0692,43.2111015,-89.5978012
land0693,43.2081985,-89.5544968
land0694,43.203701,-89.4738007
land0695,43.2025986,-89.4228973
land0696,43.1977997,-89.3256989
land0697,43.196701,-89.3156967
land0698,43.207901,-89.5395966
land0699,43.2048988,-89.4779968
land0700,43.2006989,-89.4033966
land0701,43.1963005,-89.3214035
land0702,43.2070007,-89.5208969
land0703,43.2047005,-89.4921036
land0704,43.2027016,-89.4192963
land0705,43.207901,-89.5842972
land0706,43.2044983,-89.4974976
land0707,43.2067986,-89.5715027
land0708,43.2056007,-89.5432968
land0709,43.2057991,-89.5087967
land0710,43.2070007,-89.5791016
land0711,43.1976013,-89.351799
land0712,43.2108002,-89.5921021
land0713,43.209301,-89.5951004
land0714,43.2089996,-89.5888977
land0715,43.1973,-89.3780975
land0716,43.1952019,-89.3557968
land0717,43.1932983,-89.3209
land0718,43.1922989,-89.2901993
land0719,43.2071991,-89.5914001
land0720,43.2048988,-89.5477982
land0721,43.1983986,-89.4068985
land0722,43.1931992,-89.3317032
land0723,43.2033005,-89.5438004
land0724,43.2042007,-89.5307007
land0725,43.1969986,-89.3852997
land0726,43.1962013,-89.4095001
land0727,43.2047005,-89.5681
land0728,43.1904984,-89.2586975
land0729,43.2014008,-89.5048981
land0730,43.1971016,-89.399498
land0731,43.2010002,-89.3852997
land0732,43.2010002,-89.5106964
land0733,43.2004013,-89.4843979
land0734,43.2038994,-89.574501
land0735,43.2006989,-89.5186005
land0736,43.2014008,-89.5240021
land0737,43.1985016,-89.5037003
land0738,43.1988983,-89.4751968
land0739,43.1987991,-89.4731979
land0740,43.1935997,-89.4017029
land0741,43.2033997,-89.5643005
land0742,43.2002983,-89.5370026
land0743,43.1992989,-89.4400024
land0744,43.1996002,-89.4346008
land0745,43.1940002,-89.4136963
land0746,43.2008018,-89.5686035
land0747,43.1977997,-89.5187988
land0748,43.1859016,-89.2727966
land0749,43.1987,-89.4205017
land0750,43.1920013,-89.4154968
land0751,43.1977005,-89.4301987
land0752,43.1898003,-89.3304977
land0753,43.1901016,-89.3270035
land0754,43.1861992,-89.2929993
land0755,43.1954994,-89.4452972
land0756,43.1940002,-89.4386978
land0757,43.1908989,-89.3649979
land0758,43.1879997,-89.3327026
land0759,43.1912003,-89.3179016
land0760,43.2025986,-89.5832977
land0761,43.200901,-89.5783997
land0762,43.1999016,-89.5739975
land0763,43.1982994,-89.4960022
land0764,43.1875992,-89.316597
land0765,43.2029991,-89.558197
land0766,43.1903,-89.3936005
land0767,43.1875,-89.2994995
land0768,43.2014008,-89.596199
land0769,43.1945992,-89.4999008
land0770,43.196701,-89.5250015
land0771,43.1896019,-89.3891983
land0772,43.1929016,-89.4833984
land0773,43.1974983,-89.4785004
land0774,43.1990013,-89.5883026
land0775,43.1997986,-89.5919037
land0776,43.1945,-89.4951019
land0777,43.1939011,-89.4918976
land0778,43.1977005,-89.5682983
land0779,43.1974983,-89.486702
land0780,43.1870995,-89.3889008
land0781,43.1912994,-89.3796997
land0782,43.1954002,-89.5076981
land0783,43.1903,-89.4402008
land0784,43.1870003,-89.3785019
land0785,43.1915016,-89.4849014
land0786,43.1899986,-89.4289017
land0787,43.1879997,-89.3951035
land0788,43.1962013,-89.5630035
land0789,43.1925011,-89.5037003
land0790,43.1851006,-89.3438034
land0791,43.1861,-89.3386002
land0792,43.1945,-89.5381012
land0793,43.1955986,-89.5770035
land0794,43.1943016,-89.5198975
land0795,43.1952019,-89.5136032
land0796,43.1829987,-89.2939987
land0797,43.1819,-89.2910004
land0798,43.1906013,-89.4792023
land0799,43.1817017,-89.2966995
land0800,43.1818008,-89.2720032
land0801,43.1800995,-89.2675018
land0802,43.1931992,-89.5263977
land0803,43.1865005,-89.3702011
land0804,43.1906013,-89.4932022
land0805,43.196701,-89.5987015
land0806,43.1935005,-89.5426025
land0807,43.1808014,-89.2617035
land0808,43.1883011,-89.4093018
land0809,43.1795006,-89.2953033
land0810,43.1795998,-89.2906036
land0811,43.1940994,-89.5679016
land0812,43.1882019,-89.4779968
land0813,43.1870003,-89.4261017
land0814,43.1836014,-89.3694
land0815,43.1842003,-89.3939972
land0816,43.1865997,-89.4797974
land0817,43.1846008,-89.430397
land0818,43.1943016,-89.5880966
land0819,43.1833992,-89.3837967
land0820,43.1907005,-89.5495987
land0821,43.1856003,-89.4054031
land0822,43.1903,-89.5699005
land0823,43.1832008,-89.4250031
land0824,43.1861992,-89.4167023
land0825,43.1773987,-89.3314972
land0826,43.1898994,-89.5818024
land0827,43.1856003,-89.4870987
land0828,43.1771011,-89.3398972
land0829,43.1797981,-89.4085999
land0830,43.1790009,-89.3886032
land0831,43.1745987,-89.2833023
land0832,43.1861,-89.5457001
land0833,43.1865997,-89.5422974
land0834,43.1828995,-89.4805984
land0835,43.1834984,-89.4822006
land0836,43.1790009,-89.4169006
land0837,43.1873016,-89.5656967
land0838,43.1823006,-89.4983978
land0839,43.1806984,-89.4863968
land0840,43.1852989,-89.5633011
land0841,43.1856003,-89.5793991
land0842,43.1755981,-89.384697
land0843,43.1758995,-89.3778
land0844,43.1721001,-89.330101
land0845,43.1829987,-89.5447998
land0846,43.1759987,-89.3984985
land0847,43.171299,-89.3275986
land0848,43.1827011,-89.5479965
land0849,43.1786995,-89.4729996
land0850,43.1829987,-89.5744019
land0851,43.1819,-89.5543976
land0852,43.1809006,-89.5356979
land0853,43.1804008,-89.4785004
land0854,43.1805992,-89.5053024
land0855,43.1804008,-89.4910965
land0856,43.1753998,-89.4304962
land0857,43.1794014,-89.5363007
land0858,43.1789017,-89.5002975
land0859,43.1805992,-89.5425034
land0860,43.1762009,-89.4794998
land0861,43.1752014,-89.4073029
land0862,43.1696014,-89.3319016
land0863,43.1819992,-89.5692978
land0864,43.1786003,-89.5089035
land0865,43.1795006,-89.5497971
land0866,43.1734009,-89.4284973
land0867,43.1786003,-89.5196991
land0868,43.1749992,-89.4521027
land0869,43.1786995,-89.5233994
land0870,43.1729012,-89.4000015
land0871,43.1803017,-89.5263977
land0872,43.1747017,-89.4796982
land0873,43.1721992,-89.4046021
land0874,43.1777992,-89.5362015
land0875,43.1753998,-89.4859009
land0876,43.1791,-89.5578995
land0877,43.171299,-89.4082031
land0878,43.1753998,-89.4925003
land0879,43.1775017,-89.5515976
land0880,43.1738014,-89.4558029
land0881,43.1757011,-89.5292969
land0882,43.1744995,-89.4593964
land0883,43.174099,-89.4483032
land0884,43.1713982,-89.3936996
land0885,43.175499,-89.5341034
land0886,43.1753006,-89.5236969
land0887,43.1705017,-89.4300995
land0888,43.1696014,-89.399498
land0889,43.1750984,-89.5156021
land0890,43.1697006,-89.3880005
land0891,43.1778984,-89.5683975
land0892,43.1721992,-89.4654999
land0893,43.168499,-89.4054031
land0894,43.1753006,-89.5575027
land0895,43.175499,-89.5451965
land0896,43.175499,-89.5626984
land0897,43.1748009,-89.5388031
land0898,43.1739998,-89.4705963
land0899,43.1705017,-89.4509964
land0900,43.1687012,-89.4173965
land0901,43.172699,-89.4875031
land0902,43.1744995,-89.5705032
land0903,43.1727982,-89.5067978
land0904,43.167099,-89.4397964
land0905,43.1679001,-89.4293976
land0906,43.1664009,-89.4008026
land0907,43.1674995,-89.446701
land0908,43.1738014,-89.5513992
land0909,43.1647987,-89.3930969
land0910,43.1729012,-89.5126038
land0911,43.1682014,-89.4643021
land0912,43.1664009,-89.4341965
land0913,43.1682014,-89.4692993
land0914,43.167099,-89.4499969
land0915,43.1711006,-89.5425034
land0916,43.1692009,-89.5194016
land0917,43.1652985,-89.4167023
land0918,43.1711998,-89.5469971
land0919,43.1713982,-89.5351028
land0920,43.1683006,-89.4937973
land0921,43.1641006,-89.4094009
land0922,43.1637993,-89.4041977
land0923,43.1688995,-89.5073013
land0924,43.1711006,-89.5574036
land0925,43.1715012,-89.5639038
land0926,43.1674995,-89.4737015
land0927,43.1643982,-89.4392014
land0928,43.1713982,-89.5271988
land0929,43.1683006,-89.5457993
land0930,43.1679001,-89.5294037
land0931,43.1618996,-89.4004974
land0932,43.1669006,-89.4822998
land0933,43.1608009,-89.4096985
land0934,43.1645012,-89.4937973
land0935,43.1682014,-89.4875031
land0936,43.1660004,-89.4560013
land0937,43.1604004,-89.4197998
land0938,43.1669006,-89.5523987
land0939,43.1651993,-89.5091019
land0940,43.1617012,-89.4477005
land0941,43.1650009,-89.5055008
land0942,43.1701012,-89.5002975
land0943,43.1665001,-89.5128021
land0944,43.1663017,-89.5179977
land0945,43.1649017,-89.5143967
land0946,43.1646996,-89.553299
land0947,43.1615982,-89.4876022
land0948,43.1609001,-89.4596024
land0949,43.1664009,-89.5586014
land0950,43.1638985,-89.5367966
land0951,43.1632996,-89.5530014
land0952,43.1638985,-89.5401001
land0953,43.1643982,-89.5251007
land0954,43.1568985,-89.3992996
land0955,43.1660004,-89.5656967
land0956,43.1610985,-89.4725037
land0957,43.1649017,-89.5630035
land0958,43.1605988,-89.5044022
land0959,43.1577988,-89.4580994
land0960,43.1587982,-89.4514999
land0961,43.1570015,-89.417099
land0962,43.1608009,-89.5091019
land0963,43.1595993,-89.4882965
land0964,43.1608009,-89.528801
land0965,43.1609001,-89.5254974
land0966,43.1609001,-89.5223007
land0967,43.1573982,-89.444397
land0968,43.1608009,-89.5391006
land0969,43.1561012,-89.4582977
land0970,43.155899,-89.4508972
land0971,43.1619987,-89.4646988
land0972,43.160099,-89.5345001
land0973,43.1544991,-89.4543991
land0974,43.1607018,-89.5574036
land0975,43.1540985,-89.4464035
land0976,43.1570015,-89.504097
land0977,43.1549988,-89.4876022
land0978,43.1591988,-89.5175018
land0979,43.1576004,-89.5112
land0980,43.1579018,-89.4816971
land0981,43.1599007,-89.5457993
land0982,43.152401,-89.4542007
land0983,43.1563988,-89.5305023
land0984,43.1571999,-89.5737
land0985,43.1563988,-89.5344009
land0986,43.1567993,-89.5242004
land0987,43.1539001,-89.4626007
land0988,43.1567001,-89.5410995
land0989,43.1539001,-89.5052032
land0990,43.1567993,-89.5491028
land0991,43.1590004,-89.5529022
land0992,43.1529999,-89.4876022
land0993,43.1559982,-89.5585022
land0994,43.1519012,-89.4621964
land0995,43.1503983,-89.4539032
land0996,43.1567993,-89.4966965
land0997,43.1585007,-89.5682983
land0998,43.1535988,-89.5165024
land0999,43.1515999,-89.4494019
land1000,43.1509018,-89.4451981
land1001,43.1491013,-89.4645004
land1002,43.1497002,-89.4596024
land1003,43.1488991,-89.4686966
land1004,43.1530991,-89.4744034
land1005,43.1531982,-89.5659027
land1006,43.152401,-89.5320969
land1007,43.1497993,-89.489502
land1008,43.1501007,-89.5236969
land1009,43.1500015,-89.5167999
land1010,43.1464005,-89.4240036
land1011,43.1505013,-89.5435028
land1012,43.1517982,-89.5391006
land1013,43.1459999,-89.4494019
land1014,43.1455994,-89.4447021
land1015,43.1507988,-89.5748978
land1016,43.1458015,-89.4561996
land1017,43.1515999,-89.5511017
land1018,43.1474991,-89.5294037
land1019,43.1506996,-89.5325012
land1020,43.1450005,-89.487999
land1021,43.1431999,-89.4501038
land1022,43.1511993,-89.5691986
land1023,43.1487999,-89.5024033
land1024,43.1487007,-89.563797
land1025,43.1456985,-89.4826965
land1026,43.1500015,-89.572403
land1027,43.1474991,-89.5117035
land1028,43.1437988,-89.4929962
land1029,43.1477013,-89.5213013
land1030,43.142601,-89.4400024
land1031,43.1455994,-89.5378036
land1032,43.1417007,-89.4860001
land1033,43.1411018,-89.466301
land1034,43.1451988,-89.5531006
land1035,43.1442986,-89.5395966
land1036,43.1441002,-89.5313034
land1037,43.1445007,-89.4997025
land1038,43.1455002,-89.5697021
land1039,43.1425018,-89.512001
land1040,43.1439018,-89.5177002
land1041,43.1395988,-89.4869995
land1042,43.1436996,-89.5246964
land1043,43.1411018,-89.5314026
land1044,43.1381989,-89.4854965
land1045,43.1460991,-89.546402
land1046,43.138401,-89.5083008
land1047,43.1413994,-89.5594025
land1048,43.1478996,-89.5578003
land1049,43.1419983,-89.5692978
land1050,43.135601,-89.444397
land1051,43.1416016,-89.5736008
land1052,43.1357002,-89.457901
land1053,43.1353989,-89.4604034
land1054,43.1385002,-89.5386963
land1055,43.1372986,-89.4942017
land1056,43.1360016,-89.4773026
land1057,43.1349983,-89.469902
land1058,43.1381989,-89.5006027
land1059,43.1361008,-89.5003967
land1060,43.1355019,-89.4840012
land1061,43.1352005,-89.4929962
land1062,43.1348,-89.4636993
land1063,43.1376991,-89.5234985
land1064,43.1349983,-89.4981003
land1065,43.1346016,-89.4671021
land1066,43.1380997,-89.5742035
land1067,43.1377983,-89.5692978
land1068,43.1325989,-89.4766998
land1069,43.1380997,-89.5783997
land1070,43.1371002,-89.5131989
land1071,43.1338997,-89.5251999
land1072,43.1341019,-89.4531021
land1073,43.1314011,-89.4442978
land1074,43.1366005,-89.5326004
land1075,43.1355019,-89.5782013
land1076,43.1343002,-89.5385971
land1077,43.1316986,-89.4611969
land1078,43.1313019,-89.4493027
land1079,43.1315994,-89.4857025
land1080,43.1318016,-89.482399
land1081,43.1315994,-89.4924011
land1082,43.1299019,-89.4753036
land1083,43.1339989,-89.520401
land1084,43.1315994,-89.4989014
land1085,43.1315002,-89.4953995
land1086,43.1357002,-89.5594025
land1087,43.1367989,-89.5501022
land1088,43.1302986,-89.469101
land1089,43.1302986,-89.4791031
land1090,43.1344986,-89.5698013
land1091,43.1338997,-89.5437012
land1092,43.1315994,-89.5250015
land1093,43.1288986,-89.4837036
land1094,43.1324997,-89.5076981
land1095,43.1334,-89.5787964
land1096,43.1276016,-89.4758987
land1097,43.1290016,-89.4969025
land1098,43.1309013,-89.5318985
land1099,43.1292992,-89.5276031
land1100,43.1277008,-89.4888992
land1101,43.1302986,-89.5786972
land1102,43.1293983,-89.5195999
land1103,43.1281013,-89.524498
land1104,43.1272011,-89.4641037
land1105,43.1301003,-89.5824966
land1106,43.1262016,-89.4489975
land1107,43.1295013,-89.5482025
land1108,43.1292,-89.5597
land1109,43.1285019,-89.5381012
land1110,43.1254997,-89.4954987
land1111,43.1212006,-89.4442978
land1112,43.1282005,-89.5671997
land1113,43.1292,-89.574501
land1114,43.1245003,-89.5210037
land1115,43.1242981,-89.5187988
land1116,43.1236,-89.5106964
land1117,43.1268005,-89.5822983
land1118,43.1249008,-89.5332031
land1119,43.1239014,-89.5166016
land1120,43.1242981,-89.547699
land1121,43.1214981,-89.4937973
land1122,43.1245995,-89.5656967
land1123,43.1248016,-89.5277023
land1124,43.1213989,-89.5202026
land1125,43.1223984,-89.5484009
land1126,43.1207008,-89.4973984
land1127,43.1212006,-89.5089035
land1128,43.1227989,-89.5654984
land1129,43.1220016,-89.5366974
land1130,43.1216011,-89.5339966
land1131,43.1197014,-89.5022964
land1132,43.1194992,-89.5044022
land1133,43.1197014,-89.5241013
land1134,43.1203995,-89.5306015
land1135,43.1222992,-89.5410995
land1136,43.1202011,-89.5445023
land1137,43.1203995,-89.5582962
land1138,43.1193008,-89.5662994
land1139,43.1202011,-89.5735016
land1140,43.1189995,-89.5485992
land1141,43.1171989,-89.5434036
land1142,43.118,-89.5362015
land1143,43.1166992,-89.5239029
land1144,43.1151009,-89.5453033
land1145,43.1175003,-89.5529022
land1146,43.1164017,-89.5781021
land1147,43.1148987,-89.5558014
land1148,43.1138,-89.5774994
land1149,43.1122017,-89.5526962
land1150,43.1127014,-89.5582962
land1151,43.1080017,-89.5687027
land1152,43.0728989,-89.5438995
land1153,43.0730019,-89.5406036
land1154,43.0727997,-89.5463028
land1155,43.0702019,-89.5445023
land1156,43.0696983,-89.5391998
land1157,43.0704994,-89.5537033
land1158,43.0667,-89.5328979
land1159,43.0657005,-89.5307999
land1160,43.0657997,-89.5438995
land1161,43.0656013,-89.5280991
land1162,43.0657005,-89.5494995
land1163,43.0646019,-89.5350037
land1164,43.0642014,-89.5391998
land1165,43.0588989,-89.5289993
land1166,43.0581017,-89.5345993
land1167,43.0550003,-89.5304031
company,43.07305,-89.40123
beef09,43.148201,-89.4681015
beef38,43.2266006,-89.3581009
dairy002,43.1757011,-89.5598984
dairy009,43.1405983,-89.5477982
dairy011,43.1297989,-89.5431976
dairy012,43.1263008,-89.5513992
dairy013,43.1394997,-89.5828018
dairy017,43.1293983,-89.4878998
dairy018,43.1360016,-89.4901962
dairy022,43.1553993,-89.5304031
dairy031,43.1762009,-89.5140991
dairy044,43.2186012,-89.5201035
dairy045,43.2188988,-89.4841003
dairy047,43.2139015,-89.4787979
dairy051,43.2074013,-89.4147034
dairy054,43.2242012,-89.4461975
dairy068,43.2421989,-89.5285034
dairy072,43.2405014,-89.4778976
dairy086,43.2672997,-89.419899
dairy089,43.2882004,-89.450798
dairy105,43.2456017,-89.4372025
dairy126,43.2025986,-89.5406036
