id,Region,TimePoint,Subproblem,aglevel1,aglevel2
58854,2,1,3,194,18
58855,2,1,3,194,18
58856,2,1,3,194,18
58857,2,1,3,194,18
58858,2,1,3,194,18
58859,2,1,3,194,18
58860,2,1,3,194,18
58861,2,1,3,194,18
58862,2,1,3,194,18
58863,2,1,3,194,18
58864,2,1,3,194,18
58865,2,1,3,194,18
58866,2,1,3,194,18
58867,2,1,3,194,18
58868,2,1,3,194,18
58869,2,1,3,194,18
58870,2,1,3,194,18
58871,2,1,3,194,18
58872,2,1,3,194,18
58873,2,1,3,194,18
58874,2,1,3,194,18
58875,2,1,3,194,18
58876,2,1,3,194,18
58877,2,1,3,194,18
58878,2,1,3,194,18
58879,2,1,3,194,18
58880,2,1,3,194,18
58881,2,1,3,194,18
58882,2,1,3,194,18
58883,2,1,3,194,18
58884,2,1,3,194,18
58885,2,1,3,194,18
58886,2,1,3,194,18
58887,2,1,3,194,18
58888,2,1,3,194,18
58889,2,1,3,194,18
58890,2,1,3,194,18
58891,2,1,3,194,18
58892,2,1,3,194,18
58893,2,1,3,194,18
58894,2,1,3,194,18
58895,2,1,3,194,18
58896,2,1,3,194,18
58897,2,1,3,194,18
58898,2,1,3,194,18
58899,1,1,3,194,18
58900,1,1,3,194,18
58901,1,1,3,194,18
58902,1,1,3,194,18
58903,1,1,3,194,18
58904,1,1,3,194,18
58905,1,1,3,194,18
58906,2,1,3,194,18
58907,1,1,3,194,18
58908,2,1,3,194,18
58909,2,1,3,194,18
58910,1,1,3,194,18
58911,2,1,3,194,18
58912,2,1,3,194,18
58913,2,1,3,194,18
58914,2,1,3,194,18
58915,2,1,3,194,18
58916,2,1,3,194,18
58917,2,1,3,194,18
58918,2,1,3,194,18
58919,3,1,3,194,18
58920,3,1,3,194,18
58921,3,1,3,194,18
58922,3,1,3,194,18
58923,3,1,3,194,18
58924,3,1,3,194,18
58925,3,1,3,194,18
58926,3,1,3,194,18
58927,3,1,3,194,18
58928,3,1,3,194,18
58929,3,1,3,194,18
58930,3,1,3,194,18
58931,3,1,3,194,18
58932,3,1,3,194,18
58933,3,1,3,194,18
58934,3,1,3,194,18
58935,3,1,3,194,18
58936,3,1,3,194,18
58937,3,1,3,194,18
58938,2,1,3,194,18
58939,3,1,3,194,18
58940,3,1,3,194,18
58941,2,1,3,194,18
58942,2,1,3,194,18
58943,2,1,3,194,18
58944,3,1,3,194,18
58945,3,1,3,194,18
58946,3,1,3,194,18
58947,3,1,3,194,18
58948,2,1,3,194,18
58949,2,1,3,194,18
58950,3,1,3,194,18
58951,3,1,3,194,18
58952,3,1,3,194,18
58953,3,1,3,194,18
58954,3,1,3,194,18
58955,3,1,3,194,18
58956,3,1,3,194,18
58957,3,1,3,194,18
58958,3,1,3,194,18
58959,3,1,3,194,18
58960,3,1,3,194,18
58961,3,1,3,194,18
58962,3,1,3,194,18
58963,3,1,3,194,18
58964,3,1,3,194,18
58965,3,1,3,194,18
58966,3,1,3,194,18
58967,3,1,3,194,18
58968,1,1,3,194,18
58969,1,1,3,194,18
58970,1,1,3,194,18
58971,1,1,3,194,18
58972,1,1,3,194,18
58973,2,1,3,194,18
58974,1,1,3,194,18
58975,1,1,3,194,18
58976,2,1,3,194,18
58977,1,1,3,195,18
58978,1,1,3,195,18
58979,1,1,3,195,18
58980,1,1,3,195,18
58981,1,1,3,195,18
58982,1,1,3,195,18
58983,1,1,3,195,18
58984,1,1,3,195,18
58985,1,1,3,195,18
58986,1,1,3,195,18
58987,1,1,3,195,18
58988,1,1,3,195,18
58989,1,1,3,195,18
58990,1,1,3,195,18
58991,1,1,3,195,18
58992,1,1,3,195,18
58993,1,1,3,195,18
58994,1,1,3,195,18
58995,1,1,3,195,18
58996,1,1,3,195,18
58997,1,1,3,195,18
58998,1,1,3,195,18
58999,1,1,3,195,18
59000,1,1,3,195,18
59001,1,1,3,195,18
59002,1,1,3,195,18
59003,1,1,3,195,18
59004,1,1,3,195,18
59005,1,1,3,195,18
59006,1,1,3,195,18
59007,1,1,3,195,18
59008,1,1,3,195,18
59009,2,1,3,195,18
59010,2,1,3,195,18
59011,2,1,3,195,18
59012,2,1,3,195,18
59013,2,1,3,195,18
59014,2,1,3,195,18
59015,2,1,3,195,18
59016,2,1,3,195,18
59017,2,1,3,195,18
59018,2,1,3,195,18
59019,2,1,3,195,18
59020,2,1,3,195,18
59021,2,1,3,195,18
59022,2,1,3,195,18
59023,2,1,3,195,18
59024,2,1,3,195,18
59025,2,1,3,195,18
59026,2,1,3,195,18
59027,2,1,3,195,18
59028,2,1,3,195,18
59029,2,1,3,195,18
59030,2,1,3,195,18
59031,2,1,3,195,18
59032,2,1,3,195,18
59033,2,1,3,195,18
59034,2,1,3,195,18
59035,2,1,3,195,18
59036,2,1,3,195,18
59037,2,1,3,195,18
59038,2,1,3,195,18
59039,2,1,3,195,18
59040,2,1,3,195,18
59041,2,1,3,195,18
59042,2,1,3,195,18
59043,2,1,3,195,18
59044,2,1,3,195,18
59045,2,1,3,195,18
59046,1,1,3,195,18
59047,1,1,3,195,18
59048,1,1,3,195,18
59049,1,1,3,195,18
59050,1,1,3,195,18
59051,1,1,3,195,18
59052,2,1,3,195,18
59053,2,1,3,195,18
59054,2,1,3,195,18
59055,2,1,3,195,18
59056,2,1,3,195,18
59057,2,1,3,195,18
59058,3,1,3,195,18
59059,3,1,3,195,18
59060,3,1,3,195,18
59061,3,1,3,195,18
59062,3,1,3,195,18
59063,3,1,3,195,18
59064,3,1,3,195,18
59065,3,1,3,195,18
59066,3,1,3,195,18
59067,3,1,3,195,18
59068,3,1,3,195,18
59069,3,1,3,195,18
59070,3,1,3,195,18
59071,3,1,3,195,18
59072,3,1,3,195,18
59073,2,1,3,195,18
59074,2,1,3,195,18
59075,2,1,3,195,18
59076,3,1,3,195,18
59077,3,1,3,195,18
59078,3,1,3,195,18
59079,3,1,3,195,18
59080,3,1,3,195,18
59081,3,1,3,195,18
59082,3,1,3,195,18
59083,3,1,3,195,18
59084,3,1,3,195,18
59085,3,1,3,195,18
59086,3,1,3,195,18
59087,3,1,3,195,18
59088,3,1,3,195,18
59089,1,1,3,195,18
59090,1,1,3,195,18
59091,1,1,3,195,18
59092,2,1,3,195,18
59093,1,1,3,195,18
59094,2,1,3,195,18
59095,1,1,3,195,18
59096,1,1,3,195,18
59097,1,1,3,195,18
59098,1,1,3,195,18
59099,1,1,3,195,18
59100,1,1,3,195,18
59101,1,1,3,195,18
59102,1,1,3,195,18
59103,1,1,3,195,18
59104,1,1,3,195,18
59105,1,1,3,195,18
59106,1,1,3,195,18
59107,1,1,3,195,18
59108,1,1,3,195,18
59109,1,1,3,195,18
59110,1,1,3,195,18
59111,1,1,3,195,18
59112,1,1,3,195,18
59113,1,1,3,195,18
59114,1,1,3,195,18
59115,1,1,3,195,18
59116,1,1,3,195,18
59117,1,1,3,195,18
59118,1,1,3,195,18
59119,1,1,3,195,18
59120,1,1,3,195,18
59121,1,1,3,195,18
59122,1,1,3,195,18
59123,1,1,3,195,18
59124,1,1,3,195,18
59125,1,1,3,195,18
59126,1,1,3,195,18
59127,1,1,3,195,18
59128,1,1,3,195,18
59129,1,1,3,195,18
59130,1,1,3,195,18
59131,1,1,3,195,18
59132,1,1,3,195,18
59133,1,1,3,195,18
59134,1,1,3,195,18
59135,1,1,3,195,18
59136,1,1,3,195,18
59137,1,1,3,195,18
59138,1,1,3,195,18
59139,1,1,3,195,18
59140,2,1,3,195,18
59141,2,1,3,195,18
59142,2,1,3,195,18
59143,2,1,3,195,18
59144,2,1,3,195,18
59145,2,1,3,195,18
59146,2,1,3,195,18
59147,2,1,3,195,18
59148,1,1,3,195,18
59149,2,1,3,195,18
59150,2,1,3,195,18
59151,2,1,3,195,18
59152,2,1,3,195,18
59153,2,1,3,195,18
59154,2,1,3,195,18
59155,2,1,3,195,18
59156,2,1,3,195,18
59157,2,1,3,195,18
59158,2,1,3,195,18
59159,2,1,3,195,18
59160,2,1,3,195,18
59161,2,1,3,195,18
59162,2,1,3,195,18
59163,2,1,3,195,18
59164,2,1,3,195,18
59165,2,1,3,195,18
59166,2,1,3,195,18
59167,2,1,3,195,18
59168,2,1,3,195,18
59169,2,1,3,195,18
59170,2,1,3,195,18
59171,2,1,3,195,18
59172,2,1,3,195,18
59173,2,1,3,195,18
59174,2,1,3,195,18
59175,2,1,3,195,18
59176,2,1,3,195,18
59177,2,1,3,195,18
59178,2,1,3,195,18
59179,2,1,3,195,18
59180,2,1,3,195,18
59181,2,1,3,195,18
59182,2,1,3,195,18
59183,2,1,3,195,18
59184,2,1,3,195,18
59185,2,1,3,195,18
59186,2,1,3,195,18
59187,2,1,3,195,18
59188,2,1,3,195,18
59189,2,1,3,195,18
59190,2,1,3,195,18
59191,2,1,3,195,18
59192,2,1,3,195,18
59193,2,1,3,195,18
59194,2,1,3,195,18
59195,2,1,3,195,18
59196,2,1,3,195,18
59197,2,1,3,195,18
59198,2,1,3,195,18
59199,2,1,3,195,18
59200,2,1,3,195,18
59201,2,1,3,195,18
59202,2,1,3,195,18
59203,1,1,3,195,18
59204,1,1,3,195,18
59205,1,1,3,195,18
59206,1,1,3,195,18
59207,1,1,3,195,18
59208,1,1,3,195,18
59209,1,1,3,195,18
59210,2,1,3,195,18
59211,1,1,3,195,18
59212,2,1,3,195,18
59213,2,1,3,195,18
59214,1,1,3,195,18
59215,2,1,3,195,18
59216,2,1,3,195,18
59217,2,1,3,195,18
59218,2,1,3,195,18
59219,2,1,3,195,18
59220,2,1,3,195,18
59221,2,1,3,195,18
59222,2,1,3,195,18
59223,3,1,3,195,18
59224,3,1,3,195,18
59225,3,1,3,195,18
59226,3,1,3,195,18
59227,3,1,3,195,18
59228,3,1,3,195,18
59229,3,1,3,195,18
59230,3,1,3,195,18
59231,3,1,3,195,18
59232,3,1,3,195,18
59233,3,1,3,195,18
59234,3,1,3,195,18
59235,3,1,3,195,18
59236,3,1,3,195,18
59237,3,1,3,195,18
59238,3,1,3,195,18
59239,3,1,3,195,18
59240,3,1,3,195,18
59241,3,1,3,195,18
59242,2,1,3,195,18
59243,3,1,3,195,18
59244,3,1,3,195,18
59245,2,1,3,195,18
59246,2,1,3,195,18
59247,2,1,3,195,18
59248,3,1,3,195,18
59249,3,1,3,195,18
59250,3,1,3,195,18
59251,3,1,3,195,18
59252,2,1,3,195,18
59253,2,1,3,195,18
59254,3,1,3,195,18
59255,3,1,3,195,18
59256,3,1,3,195,18
59257,3,1,3,195,18
59258,3,1,3,195,18
59259,3,1,3,195,18
59260,3,1,3,195,18
59261,3,1,3,195,18
59262,3,1,3,195,18
59263,3,1,3,195,18
59264,3,1,3,195,18
59265,3,1,3,195,18
59266,3,1,3,195,18
59267,3,1,3,195,18
59268,3,1,3,195,18
59269,3,1,3,195,18
59270,3,1,3,195,18
59271,3,1,3,195,18
59272,1,1,3,195,18
59273,1,1,3,195,18
59274,1,1,3,195,18
59275,1,1,3,195,18
59276,1,1,3,195,18
59277,2,1,3,195,18
59278,1,1,3,195,18
59279,1,1,3,195,18
59280,2,1,3,195,18
59281,1,1,3,196,18
59282,1,1,3,196,18
59283,1,1,3,196,18
59284,1,1,3,196,18
59285,1,1,3,196,18
59286,1,1,3,196,18
59287,1,1,3,196,18
59288,1,1,3,196,18
59289,1,1,3,196,18
59290,1,1,3,196,18
59291,1,1,3,196,18
59292,1,1,3,196,18
59293,1,1,3,196,18
59294,1,1,3,196,18
59295,1,1,3,196,18
59296,1,1,3,196,18
59297,1,1,3,196,18
59298,1,1,3,196,18
59299,1,1,3,196,18
59300,1,1,3,196,18
59301,1,1,3,196,18
59302,1,1,3,196,18
59303,1,1,3,196,18
59304,1,1,3,196,18
59305,1,1,3,196,18
59306,1,1,3,196,18
59307,1,1,3,196,18
59308,1,1,3,196,18
59309,1,1,3,196,18
59310,1,1,3,196,18
59311,1,1,3,196,18
59312,1,1,3,196,18
59313,2,1,3,196,18
59314,2,1,3,196,18
59315,2,1,3,196,18
59316,2,1,3,196,18
59317,2,1,3,196,18
59318,2,1,3,196,18
59319,2,1,3,196,18
59320,2,1,3,196,18
59321,2,1,3,196,18
59322,2,1,3,196,18
59323,2,1,3,196,18
59324,2,1,3,196,18
59325,2,1,3,196,18
59326,2,1,3,196,18
59327,2,1,3,196,18
59328,2,1,3,196,18
59329,2,1,3,196,18
59330,2,1,3,196,18
59331,2,1,3,196,18
59332,2,1,3,196,18
59333,2,1,3,196,18
59334,2,1,3,196,18
59335,2,1,3,196,18
59336,2,1,3,196,18
59337,2,1,3,196,18
59338,2,1,3,196,18
59339,2,1,3,196,18
59340,2,1,3,196,18
59341,2,1,3,196,18
59342,2,1,3,196,18
59343,2,1,3,196,18
59344,2,1,3,196,18
59345,2,1,3,196,18
59346,2,1,3,196,18
59347,2,1,3,196,18
59348,2,1,3,196,18
59349,2,1,3,196,18
59350,1,1,3,196,18
59351,1,1,3,196,18
59352,1,1,3,196,18
59353,1,1,3,196,18
59354,1,1,3,196,18
59355,1,1,3,196,18
59356,2,1,3,196,18
59357,2,1,3,196,18
59358,2,1,3,196,18
59359,2,1,3,196,18
59360,2,1,3,196,18
59361,2,1,3,196,18
59362,3,1,3,196,18
59363,3,1,3,196,18
59364,3,1,3,196,18
59365,3,1,3,196,18
59366,3,1,3,196,18
59367,3,1,3,196,18
59368,3,1,3,196,18
59369,3,1,3,196,18
59370,3,1,3,196,18
59371,3,1,3,196,18
59372,3,1,3,196,18
59373,3,1,3,196,18
59374,3,1,3,196,18
59375,3,1,3,196,18
59376,3,1,3,196,18
59377,2,1,3,196,18
59378,2,1,3,196,18
59379,2,1,3,196,18
59380,3,1,3,196,18
59381,3,1,3,196,18
59382,3,1,3,196,18
59383,3,1,3,196,18
59384,3,1,3,196,18
59385,3,1,3,196,18
59386,3,1,3,196,18
59387,3,1,3,196,18
59388,3,1,3,196,18
59389,3,1,3,196,18
59390,3,1,3,196,18
59391,3,1,3,196,18
59392,3,1,3,196,18
59393,1,1,3,196,18
59394,1,1,3,196,18
59395,1,1,3,196,18
59396,2,1,3,196,18
59397,1,1,3,196,18
59398,2,1,3,196,18
59399,1,1,3,196,18
59400,1,1,3,196,18
59401,1,1,3,196,18
59402,1,1,3,196,18
59403,1,1,3,196,18
59404,1,1,3,196,18
59405,1,1,3,196,18
59406,1,1,3,196,18
59407,1,1,3,196,18
59408,1,1,3,196,18
59409,1,1,3,196,18
59410,1,1,3,196,18
59411,1,1,3,196,18
59412,1,1,3,196,18
59413,1,1,3,196,18
59414,1,1,3,196,18
59415,1,1,3,196,18
59416,1,1,3,196,18
59417,1,1,3,196,18
59418,1,1,3,196,18
59419,1,1,3,196,18
59420,1,1,3,196,18
59421,1,1,3,196,18
59422,1,1,3,196,18
59423,1,1,3,196,18
59424,1,1,3,196,18
59425,1,1,3,196,18
59426,1,1,3,196,18
59427,1,1,3,196,18
59428,1,1,3,196,18
59429,1,1,3,196,18
59430,1,1,3,196,18
59431,1,1,3,196,18
59432,1,1,3,196,18
59433,1,1,3,196,18
59434,1,1,3,196,18
59435,1,1,3,196,18
59436,1,1,3,196,18
59437,1,1,3,196,18
59438,1,1,3,196,18
59439,1,1,3,196,18
59440,1,1,3,196,18
59441,1,1,3,196,18
59442,1,1,3,196,18
59443,1,1,3,196,18
59444,2,1,3,196,18
59445,2,1,3,196,18
59446,2,1,3,196,18
59447,2,1,3,196,18
59448,2,1,3,196,18
59449,2,1,3,196,18
59450,2,1,3,196,18
59451,2,1,3,196,18
59452,1,1,3,196,18
59453,2,1,3,196,18
59454,2,1,3,196,18
59455,2,1,3,196,18
59456,2,1,3,196,18
59457,2,1,3,196,18
59458,2,1,3,196,18
59459,2,1,3,196,18
59460,2,1,3,196,18
59461,2,1,3,196,18
59462,2,1,3,196,18
59463,2,1,3,196,18
59464,2,1,3,196,18
59465,2,1,3,196,18
59466,2,1,3,196,18
59467,2,1,3,196,18
59468,2,1,3,196,18
59469,2,1,3,196,18
59470,2,1,3,196,18
59471,2,1,3,196,18
59472,2,1,3,196,18
59473,2,1,3,196,18
59474,2,1,3,196,18
59475,2,1,3,196,18
59476,2,1,3,196,18
59477,2,1,3,196,18
59478,2,1,3,196,18
59479,2,1,3,196,18
59480,2,1,3,196,18
59481,2,1,3,196,18
59482,2,1,3,196,18
59483,2,1,3,196,18
59484,2,1,3,196,18
59485,2,1,3,196,18
59486,2,1,3,196,18
59487,2,1,3,196,18
59488,2,1,3,196,18
59489,2,1,3,196,18
59490,2,1,3,196,18
59491,2,1,3,196,18
59492,2,1,3,196,18
59493,2,1,3,196,18
59494,2,1,3,196,18
59495,2,1,3,196,18
59496,2,1,3,196,18
59497,2,1,3,196,18
59498,2,1,3,196,18
59499,2,1,3,196,18
59500,2,1,3,196,18
59501,2,1,3,196,18
59502,2,1,3,196,18
59503,2,1,3,196,18
59504,2,1,3,196,18
59505,2,1,3,196,18
59506,2,1,3,196,18
59507,1,1,3,196,18
59508,1,1,3,196,18
59509,1,1,3,196,18
59510,1,1,3,196,18
59511,1,1,3,196,18
59512,1,1,3,196,18
59513,1,1,3,196,18
59514,2,1,3,196,18
59515,1,1,3,196,18
59516,2,1,3,196,18
59517,2,1,3,196,18
59518,1,1,3,196,18
59519,2,1,3,196,18
59520,2,1,3,196,18
59521,2,1,3,196,18
59522,2,1,3,196,18
59523,2,1,3,196,18
59524,2,1,3,196,18
59525,2,1,3,196,18
59526,2,1,3,196,18
59527,3,1,3,196,18
59528,3,1,3,196,18
59529,3,1,3,196,18
59530,3,1,3,196,18
59531,3,1,3,196,18
59532,3,1,3,196,18
59533,3,1,3,196,18
59534,3,1,3,196,18
59535,3,1,3,196,18
59536,3,1,3,196,18
59537,3,1,3,196,18
59538,3,1,3,196,18
59539,3,1,3,196,18
59540,3,1,3,196,18
59541,3,1,3,196,18
59542,3,1,3,196,18
59543,3,1,3,196,18
59544,3,1,3,196,18
59545,3,1,3,196,18
59546,2,1,3,196,18
59547,3,1,3,196,18
59548,3,1,3,196,18
59549,2,1,3,196,18
59550,2,1,3,196,18
59551,2,1,3,196,18
59552,3,1,3,196,18
59553,3,1,3,196,18
59554,3,1,3,196,18
59555,3,1,3,196,18
59556,2,1,3,196,18
59557,2,1,3,196,18
59558,3,1,3,196,18
59559,3,1,3,196,18
59560,3,1,3,196,18
59561,3,1,3,196,18
59562,3,1,3,196,18
59563,3,1,3,196,18
59564,3,1,3,196,18
59565,3,1,3,196,18
59566,3,1,3,196,18
59567,3,1,3,196,18
59568,3,1,3,196,18
59569,3,1,3,196,18
59570,3,1,3,196,18
59571,3,1,3,196,18
59572,3,1,3,196,18
59573,3,1,3,196,18
59574,3,1,3,196,18
59575,3,1,3,196,18
59576,1,1,3,196,18
59577,1,1,3,196,18
59578,1,1,3,196,18
59579,1,1,3,196,18
59580,1,1,3,196,18
59581,2,1,3,196,18
59582,1,1,3,196,18
59583,1,1,3,196,18
59584,2,1,3,196,18
59585,1,1,3,197,18
59586,1,1,3,197,18
59587,1,1,3,197,18
59588,1,1,3,197,18
59589,1,1,3,197,18
59590,1,1,3,197,18
59591,1,1,3,197,18
59592,1,1,3,197,18
59593,1,1,3,197,18
59594,1,1,3,197,18
59595,1,1,3,197,18
59596,1,1,3,197,18
59597,1,1,3,197,18
59598,1,1,3,197,18
59599,1,1,3,197,18
59600,1,1,3,197,18
59601,1,1,3,197,18
59602,1,1,3,197,18
59603,1,1,3,197,18
59604,1,1,3,197,18
59605,1,1,3,197,18
59606,1,1,3,197,18
59607,1,1,3,197,18
59608,1,1,3,197,18
59609,1,1,3,197,18
59610,1,1,3,197,18
59611,1,1,3,197,18
59612,1,1,3,197,18
59613,1,1,3,197,18
59614,1,1,3,197,18
59615,1,1,3,197,18
59616,1,1,3,197,18
59617,2,1,3,197,18
59618,2,1,3,197,18
59619,2,1,3,197,18
59620,2,1,3,197,18
59621,2,1,3,197,18
59622,2,1,3,197,18
59623,2,1,3,197,18
59624,2,1,3,197,18
59625,2,1,3,197,18
59626,2,1,3,197,18
59627,2,1,3,197,18
59628,2,1,3,197,18
59629,2,1,3,197,18
59630,2,1,3,197,18
59631,2,1,3,197,18
59632,2,1,3,197,18
59633,2,1,3,197,18
59634,2,1,3,197,18
59635,2,1,3,197,18
59636,2,1,3,197,18
59637,2,1,3,197,18
59638,2,1,3,197,18
59639,2,1,3,197,18
59640,2,1,3,197,18
59641,2,1,3,197,18
59642,2,1,3,197,18
59643,2,1,3,197,18
59644,2,1,3,197,18
59645,2,1,3,197,18
59646,2,1,3,197,18
59647,2,1,3,197,18
59648,2,1,3,197,18
59649,2,1,3,197,18
59650,2,1,3,197,18
59651,2,1,3,197,18
59652,2,1,3,197,18
59653,2,1,3,197,18
59654,1,1,3,197,18
59655,1,1,3,197,18
59656,1,1,3,197,18
59657,1,1,3,197,18
59658,1,1,3,197,18
59659,1,1,3,197,18
59660,2,1,3,197,18
59661,2,1,3,197,18
59662,2,1,3,197,18
59663,2,1,3,197,18
59664,2,1,3,197,18
59665,2,1,3,197,18
59666,3,1,3,197,18
59667,3,1,3,197,18
59668,3,1,3,197,18
59669,3,1,3,197,18
59670,3,1,3,197,18
59671,3,1,3,197,18
59672,3,1,3,197,18
59673,3,1,3,197,18
59674,3,1,3,197,18
59675,3,1,3,197,18
59676,3,1,3,197,18
59677,3,1,3,197,18
59678,3,1,3,197,18
59679,3,1,3,197,18
59680,3,1,3,197,18
59681,2,1,3,197,18
59682,2,1,3,197,18
59683,2,1,3,197,18
59684,3,1,3,197,18
59685,3,1,3,197,18
59686,3,1,3,197,18
59687,3,1,3,197,18
59688,3,1,3,197,18
59689,3,1,3,197,18
59690,3,1,3,197,18
59691,3,1,3,197,18
59692,3,1,3,197,18
59693,3,1,3,197,18
59694,3,1,3,197,18
59695,3,1,3,197,18
59696,3,1,3,197,18
59697,1,1,3,197,18
59698,1,1,3,197,18
59699,1,1,3,197,18
59700,2,1,3,197,18
59701,1,1,3,197,18
59702,2,1,3,197,18
59703,1,1,3,197,18
59704,1,1,3,197,18
59705,1,1,3,197,18
59706,1,1,3,197,18
59707,1,1,3,197,18
59708,1,1,3,197,18
59709,1,1,3,197,18
59710,1,1,3,197,18
59711,1,1,3,197,18
59712,1,1,3,197,18
59713,1,1,3,197,18
59714,1,1,3,197,18
59715,1,1,3,197,18
59716,1,1,3,197,18
59717,1,1,3,197,18
59718,1,1,3,197,18
59719,1,1,3,197,18
59720,1,1,3,197,18
59721,1,1,3,197,18
59722,1,1,3,197,18
59723,1,1,3,197,18
59724,1,1,3,197,18
59725,1,1,3,197,18
59726,1,1,3,197,18
59727,1,1,3,197,18
59728,1,1,3,197,18
59729,1,1,3,197,18
59730,1,1,3,197,18
59731,1,1,3,197,18
59732,1,1,3,197,18
59733,1,1,3,197,18
59734,1,1,3,197,18
59735,1,1,3,197,18
59736,1,1,3,197,18
59737,1,1,3,197,18
59738,1,1,3,197,18
59739,1,1,3,197,18
59740,1,1,3,197,18
59741,1,1,3,197,18
59742,1,1,3,197,18
59743,1,1,3,197,18
59744,1,1,3,197,18
59745,1,1,3,197,18
59746,1,1,3,197,18
59747,1,1,3,197,18
59748,2,1,3,197,18
59749,2,1,3,197,18
59750,2,1,3,197,18
59751,2,1,3,197,18
59752,2,1,3,197,18
59753,2,1,3,197,18
59754,2,1,3,197,18
59755,2,1,3,197,18
59756,1,1,3,197,18
59757,2,1,3,197,18
59758,2,1,3,197,18
59759,2,1,3,197,18
59760,2,1,3,197,18
59761,2,1,3,197,18
59762,2,1,3,197,18
59763,2,1,3,197,18
59764,2,1,3,197,18
59765,2,1,3,197,18
59766,2,1,3,197,18
59767,2,1,3,197,18
59768,2,1,3,197,18
59769,2,1,3,197,18
59770,2,1,3,197,18
59771,2,1,3,197,18
59772,2,1,3,197,18
59773,2,1,3,197,18
59774,2,1,3,197,18
59775,2,1,3,197,18
59776,2,1,3,197,18
59777,2,1,3,197,18
59778,2,1,3,197,18
59779,2,1,3,197,18
59780,2,1,3,197,18
59781,2,1,3,197,18
59782,2,1,3,197,18
59783,2,1,3,197,18
59784,2,1,3,197,18
59785,2,1,3,197,18
59786,2,1,3,197,18
59787,2,1,3,197,18
59788,2,1,3,197,18
59789,2,1,3,197,18
59790,2,1,3,197,18
59791,2,1,3,197,18
59792,2,1,3,197,18
59793,2,1,3,197,18
59794,2,1,3,197,18
59795,2,1,3,197,18
59796,2,1,3,197,18
59797,2,1,3,197,18
59798,2,1,3,197,18
59799,2,1,3,197,18
59800,2,1,3,197,18
59801,2,1,3,197,18
59802,2,1,3,197,18
59803,2,1,3,197,18
59804,2,1,3,197,18
59805,2,1,3,197,18
59806,2,1,3,197,18
59807,2,1,3,197,18
59808,2,1,3,197,18
59809,2,1,3,197,18
59810,2,1,3,197,18
59811,1,1,3,197,18
59812,1,1,3,197,18
59813,1,1,3,197,18
59814,1,1,3,197,18
59815,1,1,3,197,18
59816,1,1,3,197,18
59817,1,1,3,197,18
59818,2,1,3,197,18
59819,1,1,3,197,18
59820,2,1,3,197,18
59821,2,1,3,197,18
59822,1,1,3,197,18
59823,2,1,3,197,18
59824,2,1,3,197,18
59825,2,1,3,197,18
59826,2,1,3,197,18
59827,2,1,3,197,18
59828,2,1,3,197,18
59829,2,1,3,197,18
59830,2,1,3,197,18
59831,3,1,3,197,18
59832,3,1,3,197,18
59833,3,1,3,197,18
59834,3,1,3,197,18
59835,3,1,3,197,18
59836,3,1,3,197,18
59837,3,1,3,197,18
59838,3,1,3,197,18
59839,3,1,3,197,18
59840,3,1,3,197,18
59841,3,1,3,197,18
59842,3,1,3,197,18
59843,3,1,3,197,18
59844,3,1,3,197,18
59845,3,1,3,197,18
59846,3,1,3,197,18
59847,3,1,3,197,18
59848,3,1,3,197,18
59849,3,1,3,197,18
59850,2,1,3,197,18
59851,3,1,3,197,18
59852,3,1,3,197,18
59853,2,1,3,197,18
59854,2,1,3,197,18
59855,2,1,3,197,18
59856,3,1,3,197,18
59857,3,1,3,197,18
59858,3,1,3,197,18
59859,3,1,3,197,18
59860,2,1,3,197,18
59861,2,1,3,197,18
59862,3,1,3,197,18
59863,3,1,3,197,18
59864,3,1,3,197,18
59865,3,1,3,197,18
59866,3,1,3,197,18
59867,3,1,3,197,18
59868,3,1,3,197,18
59869,3,1,3,197,18
59870,3,1,3,197,18
59871,3,1,3,197,18
59872,3,1,3,197,18
59873,3,1,3,197,18
59874,3,1,3,197,18
59875,3,1,3,197,18
59876,3,1,3,197,18
59877,3,1,3,197,18
59878,3,1,3,197,18
59879,3,1,3,197,18
59880,1,1,3,197,18
59881,1,1,3,197,18
59882,1,1,3,197,18
59883,1,1,3,197,18
59884,1,1,3,197,18
59885,2,1,3,197,18
59886,1,1,3,197,18
59887,1,1,3,197,18
59888,2,1,3,197,18
59889,1,1,3,198,18
59890,1,1,3,198,18
59891,1,1,3,198,18
59892,1,1,3,198,18
59893,1,1,3,198,18
59894,1,1,3,198,18
59895,1,1,3,198,18
59896,1,1,3,198,18
59897,1,1,3,198,18
59898,1,1,3,198,18
59899,1,1,3,198,18
59900,1,1,3,198,18
59901,1,1,3,198,18
59902,1,1,3,198,18
59903,1,1,3,198,18
59904,1,1,3,198,18
59905,1,1,3,198,18
59906,1,1,3,198,18
59907,1,1,3,198,18
59908,1,1,3,198,18
59909,1,1,3,198,18
59910,1,1,3,198,18
59911,1,1,3,198,18
59912,1,1,3,198,18
59913,1,1,3,198,18
59914,1,1,3,198,18
59915,1,1,3,198,18
59916,1,1,3,198,18
59917,1,1,3,198,18
59918,1,1,3,198,18
59919,1,1,3,198,18
59920,1,1,3,198,18
59921,2,1,3,198,18
59922,2,1,3,198,18
59923,2,1,3,198,18
59924,2,1,3,198,18
59925,2,1,3,198,18
59926,2,1,3,198,18
59927,2,1,3,198,18
