Source,Target
89,257
89,259
89,260
90,91
90,256
90,257
90,258
91,92
91,258
91,261
92,93
92,94
92,100
92,102
92,259
92,260
92,261
92,262
92,263
92,272
92,279
93,94
93,262
93,264
94,95
94,96
94,100
94,263
94,264
94,265
94,268
94,273
95,96
95,265
95,274
96,97
96,266
96,267
96,268
96,274
96,275
97,269
97,275
98,100
98,270
98,276
99,100
99,271
99,277
100,101
100,103
100,104
100,106
100,272
100,273
100,276
100,277
100,278
100,281
100,282
100,285
101,102
101,278
101,280
102,279
102,280
103,104
103,105
103,110
103,281
103,283
103,284
103,292
104,105
104,282
104,283
104,286
105,106
105,107
105,108
105,284
105,286
105,287
105,288
105,289
106,107
106,285
106,287
106,290
107,288
107,290
108,109
108,289
108,291
109,110
109,291
109,293
110,111
110,112
110,292
110,293
110,294
110,295
111,294
112,295
113,296
113,297
114,115
114,298
114,300
115,299
115,300
116,301
117,302
118,303
118,304
119,120
119,131
120,122
120,132
121,122
121,123
121,126
121,128
121,129
122,123
122,126
122,129
122,132
123,124
123,126
123,129
124,133
125,126
125,127
125,155
126,129
126,155
128,129
128,130
128,134
129,130
129,134
130,131
130,132
130,133
130,134
130,135
130,138
130,302
131,132
131,133
131,135
131,138
131,302
132,133
132,135
132,138
132,302
133,135
133,138
133,302
134,136
135,137
135,138
135,302
136,137
136,139
136,144
136,162
137,139
137,144
137,162
138,140
138,302
139,140
139,141
139,144
139,154
139,157
139,162
139,296
140,141
140,154
140,157
140,296
141,142
141,154
141,157
141,296
142,143
142,144
142,163
143,144
143,145
143,163
144,162
144,163
145,146
146,147
147,148
147,149
147,159
148,149
148,159
148,227
148,229
149,150
149,151
149,159
150,151
150,156
151,152
151,161
151,299
152,153
152,161
152,299
153,158
154,155
154,156
154,157
154,172
154,296
155,156
155,172
156,172
157,158
157,160
157,296
158,160
159,160
159,161
159,297
159,298
160,161
160,297
160,298
161,297
161,298
161,299
162,166
163,167
163,168
163,178
164,165
164,167
165,166
165,168
165,169
165,170
165,171
166,168
166,169
166,170
166,171
167,168
167,178
168,169
168,170
168,171
168,178
169,170
169,171
169,172
169,214
170,171
170,173
171,173
171,174
171,175
172,214
173,174
173,175
174,175
174,176
175,176
175,184
175,185
176,184
176,185
177,178
177,179
179,180
179,186
180,181
180,182
180,186
181,182
181,183
181,223
182,187
183,184
183,185
183,186
183,187
183,188
183,189
183,193
183,194
183,216
183,217
183,223
183,224
184,185
184,186
184,187
184,188
184,189
184,193
184,194
184,216
184,217
184,224
185,186
185,187
185,188
185,189
185,193
185,194
185,216
185,217
185,224
186,187
186,188
186,189
186,193
186,194
186,216
186,217
186,224
187,188
187,189
187,193
187,194
187,216
187,217
187,224
188,189
188,193
188,194
188,199
188,216
188,217
188,224
189,190
189,193
189,194
189,201
189,216
189,217
189,224
190,191
190,201
191,192
192,193
192,194
192,195
192,196
192,202
193,194
193,195
193,196
193,202
193,216
193,217
193,224
194,195
194,196
194,202
194,216
194,217
194,224
195,196
195,197
195,202
195,205
196,197
196,198
196,200
196,202
196,203
196,204
197,198
197,200
197,203
197,204
197,205
198,199
198,200
198,203
198,204
200,201
200,203
200,204
202,203
202,204
202,205
202,206
202,207
202,211
203,204
203,205
203,206
203,207
203,211
204,205
204,206
204,207
204,211
205,206
205,207
205,211
206,207
206,208
206,209
206,211
207,208
207,210
207,211
207,213
208,209
208,210
208,213
209,210
209,218
209,219
210,213
210,218
210,219
211,212
212,213
212,215
213,215
214,215
214,220
214,222
215,220
215,222
216,217
216,218
216,220
216,221
216,224
217,218
217,220
217,221
217,224
218,219
218,220
218,221
219,221
220,221
220,222
222,225
222,244
222,301
223,224
223,225
223,226
223,234
223,237
224,225
224,226
224,234
224,237
225,226
225,234
225,237
225,244
225,301
226,227
226,228
226,232
226,233
226,234
226,237
227,228
227,229
227,232
227,233
228,230
228,231
228,232
228,233
229,230
230,231
232,233
232,235
233,234
233,235
233,238
233,303
234,235
234,237
234,238
234,303
235,238
235,303
236,237
236,238
236,239
236,241
236,242
236,246
236,304
237,238
237,239
237,241
237,242
237,246
238,239
238,241
238,242
238,246
238,303
239,240
239,241
239,242
239,246
240,243
241,242
241,243
241,245
241,246
241,266
241,269
241,270
241,271
242,243
242,245
242,246
242,266
242,269
242,270
242,271
243,245
243,266
243,269
243,270
243,271
244,245
244,301
245,266
245,269
245,270
245,271
246,247
246,267
247,248
247,249
247,267
248,249
248,250
249,250
249,251
249,253
249,254
250,251
250,253
250,254
251,252
251,253
251,254
253,254
253,255
254,255
254,256
254,257
254,259
254,260
255,256
255,257
255,259
255,260
256,257
256,258
256,259
256,260
257,258
257,259
257,260
258,261
259,260
259,261
259,262
259,263
259,272
259,279
260,261
260,262
260,263
260,272
260,279
261,262
261,263
261,272
261,279
262,263
262,264
262,272
262,279
263,264
263,265
263,268
263,272
263,273
263,279
264,265
264,268
264,273
265,268
265,273
265,274
266,267
266,268
266,269
266,270
266,271
266,274
266,275
267,268
267,274
267,275
268,273
268,274
268,275
269,270
269,271
269,275
270,271
270,276
271,277
272,273
272,276
272,277
272,278
272,279
272,281
272,282
272,285
273,276
273,277
273,278
273,281
273,282
273,285
274,275
276,277
276,278
276,281
276,282
276,285
277,278
277,281
277,282
277,285
278,280
278,281
278,282
278,285
279,280
281,282
281,283
281,284
281,285
281,292
282,283
282,285
282,286
283,284
283,286
283,292
284,286
284,287
284,288
284,289
284,292
285,287
285,290
286,287
286,288
286,289
287,288
287,289
287,290
288,289
288,290
289,291
291,293
292,293
292,294
292,295
293,294
293,295
294,295
296,297
297,298
298,300
299,300
303,304
