Hour,Solar-bus015,Solar-bus018,Solar-bus019,Solar-bus032,Solar-bus054,Solar-bus055,Solar-bus069,Solar-bus076,Solar-bus092,Solar-bus100,Solar-bus104,Solar-bus105,Solar-bus110,Solar-bus112
51,55.00124607,142.2401997,97.60897615,393.7772329,162.2489701,4.173854311,81.18490704,16.66237519,367.1382285,80.24847422,416.6742409,222.9021873,127.3735,148.1652968
52,50.81660287,145.0703098,99.28870947,363.6133789,154.2526692,3.880944106,75.01750998,16.6195471,365.0615689,80.21072635,409.6501308,216.9974662,124.5040688,144.8236896
53,44.99230483,145.7436552,99.53026103,324.4471554,147.345741,3.300199876,69.51533431,16.01317028,362.1889669,77.60076065,400.1600342,215.4140821,119.6426015,140.3478424
54,38.19900844,143.863405,97.56637141,276.4805961,143.0306237,2.436488453,66.15309547,14.8858918,359.5448022,70.99477853,388.0883032,219.2068587,113.067751,134.9595989
55,31.45906304,140.616022,93.83072537,226.5831166,140.4464699,1.458656728,63.89457799,13.33667552,356.3934591,61.7515576,373.6760626,225.546478,106.0986879,128.9578864
56,25.88274117,137.5837921,89.0572437,183.2909782,138.1416107,0.576546608,61.07583368,11.47856448,351.559323,51.92551957,357.2536307,230.6325862,100.314712,122.6609033
57,22.5803154,136.3490015,83.97984723,155.140442,134.6643772,0,56.03291432,9.424601723,343.8667795,43.57108611,339.1513257,230.6648299,97.29512332,116.3868477
58,22.25943958,137.9105882,79.22374238,147.53049,128.9368739,0,47.75038686,7.302076723,332.4289826,38.24340383,319.604797,222.8527113,97.92696758,110.3355067
59,24.01729288,140.934099,74.97927814,153.3109876,121.3762995,0.120675183,37.80687883,5.295264654,317.5141609,35.50051897,298.4710188,208.4451563,100.3282734,104.2330222
60,26.54843574,143.5017325,71.3280891,162.1945209,112.7736258,0.574432362,28.42953289,3.602687117,299.6793117,34.40120269,275.5122965,189.700947,101.924815,97.68712474
61,28.54742865,143.6956876,68.35180986,163.8936762,103.9198248,1.087968711,21.84549173,2.422865716,279.4814322,34.00422616,250.4909356,168.8788653,100.1423667,90.30554483
62,28.97281508,139.8727011,65.92006066,150.910231,95.3216964,1.53085462,19.56053235,1.880500662,257.197553,33.45552021,223.2095968,147.8349391,93.12141584,81.77902973
63,27.83907058,131.4876626,63.05440422,126.9027282,86.34935179,1.858443708,20.19496916,1.80500661,231.9848384,32.24965434,193.6323626,126.814181,81.86130131,72.13039337
64,25.42465368,118.2699998,58.5643889,98.31890204,76.08873004,2.047535401,21.64775088,1.951976826,202.7204856,29.96835773,161.7636705,105.6588496,68.07607497,61.46546634
65,22.00802295,99.94914039,51.25956305,71.6064869,63.62577021,2.074929124,21.81782625,2.077004576,168.2816923,26.19335956,127.6079583,84.21120352,53.47978868,49.89007924
66,17.89689975,76.89530665,40.51468668,51.79388977,48.5659651,1.930697602,19.18103111,1.99012689,128.5651683,20.7529006,91.76431798,62.60916878,39.59280442,37.67553238
67,13.51605675,52.0418987,27.96536643,38.23220875,32.59302246,1.658006751,14.52074973,1.719155858,87.54567303,14.461268,57.21045847,42.17334146,27.16072455,25.75500499
68,9.319529409,28.96311119,15.81242059,28.85321469,17.91020373,1.313295788,9.197253486,1.346347334,50.21747826,8.379260491,27.51874295,24.5199851,16.73546156,15.22714602
69,5.761353217,11.23313877,6.256667464,21.58867844,6.720770403,0.953003928,4.570813737,0.953957172,21.57485579,3.567676816,6.261534606,11.26536322,8.868927922,7.190604427
70,3.186300063,1.406093385,0.90483241,14.80301885,0.587950804,0.625995202,1.685435498,0.611214707,5.147303586,0.802291413,0,3.485747303,3.893843364,2.401363673
71,1.502087498,0,0,8.591246727,0,0.3508329,0.32005833,0.335243196,0,0,0,0.097440637,1.266156571,0.244745308
72,0.507169489,0,0,3.481020846,0,0.138505131,0,0.130139381,0,0,0,0,0.222623473,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,3.192234514,0,0,0
122,4.737127006,3.907549097,12.30414283,0,1.894434781,0,3.99245272,1.987654522,9.075317839,0,14.0300633,30.47943191,15.69821772,5.352316423
123,11.74934235,9.617882064,28.88747703,0,5.213287832,0,9.852415973,4.74011022,22.17357104,0,30.38881301,71.49729632,38.21311288,13.59161545
124,20.38307409,16.50972188,46.23975831,4.057143454,10.26740635,0,16.97353125,7.772070593,37.66941753,0,51.8044758,114.289356,64.5752249,24.33133018
125,29.98475028,23.96179151,60.85074242,14.55369501,17.36763755,0,24.74944003,10.59823914,53.93751523,0,77.81304386,150.0913738,91.81509321,37.18489367
126,39.90601238,31.36932451,70.01605711,32.42265689,26.7099158,1.797824465,32.63634552,12.7746162,69.55760366,1.208529051,107.8233171,172.2786294,117.3052408,51.65542162
127,49.51935555,38.1935967,74.25481828,54.81735562,38.03052417,4.233443738,40.34069774,14.02238947,83.92974865,3.754234269,140.7353268,182.7844701,139.7861248,66.80476013
128,58.20248835,43.9123945,74.89201387,77.86228396,50.95083293,6.807900731,47.63150843,14.10404348,96.65909762,8.311896698,175.3219117,185.6817602,158.3401858,81.58443791
129,65.33311935,48.00350429,73.25263181,97.68193467,65.09221232,9.022238356,54.27778933,12.78206276,107.350798,15.55629738,210.3559109,185.0433639,172.0498646,94.94598367
130,70.46476958,50.28560015,70.60321846,111.4368096,80.02761565,10.48419813,60.07831341,9.995377424,115.8431662,25.7707473,244.6687558,184.1150585,180.4978836,106.0161569
131,73.85420993,51.9409068,67.9765538,120.4314469,95.13632844,11.22831599,64.95089851,6.388699869,122.9071948,37.6726772,277.3262484,182.8342726,185.2680921,114.6226399
132,75.93402379,54.49253665,66.34697626,127.0063939,109.7492193,11.39582647,68.84312374,2.78318807,129.5470453,49.58804777,307.4527833,180.3113479,188.4446212,120.7683458
133,77.13679451,59.46360209,66.68882423,133.5021978,123.1971567,11.1279641,71.70256817,1.78E-15,136.7668792,59.8428197,334.172755,175.6566261,192.1116021,124.4561879
134,77.93360433,67.84724579,69.64861679,141.7145888,134.9495865,10.64087443,73.66855477,0,145.275052,67.06937323,356.8109455,168.706355,197.8687397,125.9110049
135,78.94953094,78.51673155,74.56159568,151.2600286,145.030263,10.45034702,75.64738202,0,154.596695,71.12576688,375.4936865,162.2004073,205.3780342,126.2453389
136,80.84815091,89.81535343,80.43518329,161.2101619,153.6015179,11.14708242,78.7370923,0,163.9611335,72.17647873,390.5476972,159.6045619,213.8170599,126.7936573
137,84.29304079,100.0864055,86.27680201,170.6366335,160.8256828,13.32178119,84.03572798,0,172.5976926,70.38598686,402.2996968,164.3845977,222.3633909,128.8904278
138,89.5702202,107.9860586,91.17877686,178.4990633,166.7596747,17.31022187,92.14981563,0.843936604,179.8699843,66.10419127,411.112657,178.4128141,230.1850086,133.3860471
139,95.45548097,113.4219906,94.57304327,183.3089729,171.0387526,22.42849493,101.7198187,1.572596884,185.6787672,60.42267966,417.49456,197.1875919,236.4115237,139.1946275
140,100.347058,116.6147562,95.97643932,183.4658592,173.1927611,27.73776881,110.8946848,2.210207601,190.0590869,54.61846164,421.9896406,214.6138327,240.1629542,144.7462105
141,102.6431861,117.78491,94.90580305,177.3692192,172.7515446,32.29921196,117.8233615,2.780995515,193.0459886,49.96854681,425.1421336,224.5964377,240.559318,148.4708375
142,101.2820432,117.2677579,91.2936681,164.1833257,169.579624,35.2968788,121.171973,3.290447183,194.5378894,47.48888485,427.3907163,223.0316254,237.1900133,149.2653994
143,97.36157865,115.8576103,86.73535038,146.1315556,164.8802254,36.4063677,121.6753488,3.669088337,193.8866924,47.15118563,428.7518361,213.7808823,231.5219592,147.8941853
144,92.51968505,114.463529,83.24186138,126.2020616,160.1912514,35.42616299,120.5854952,3.828704502,190.3076725,48.66609907,429.1363833,202.6970118,225.491455,145.5883337
145,88.3942548,113.9945756,82.82421259,107.3829965,157.0506042,32.15474903,119.1544181,3.681081205,183.0161046,51.7442751,428.4552479,195.6328177,221.0348001,143.5789831
146,86.19864738,115.1583416,86.74804517,92.06405772,156.5015423,26.65268836,118.2939942,3.165286723,171.5923423,55.9179512,426.4415302,196.671054,219.4413387,142.691658
147,85.44809037,117.8565379,93.29751901,80.24112081,157.6087471,20.02885641,117.5555821,2.329520339,157.0770553,60.00571505,422.1171711,202.8142778,219.4125947,142.1294271
148,85.23327839,121.7894052,100.0114237,71.31160591,158.9422562,13.6542068,116.1504108,1.249264087,140.875992,62.64774189,414.326322,209.2949967,219.0031368,140.6897449
149,84.64490605,126.6571844,104.4285487,64.67293317,159.0721068,8.899693149,113.2897093,0,124.3949009,62.48420694,401.9131339,211.3457182,216.2675337,137.1700659
150,82.9182403,131.8104696,104.808066,59.85256295,156.8809133,6.749772443,108.4933557,0,109.5819343,58.73871282,384.2688345,205.5917569,209.8087667,130.711105
151,79.86683741,135.2012689,102.2906771,56.89811655,152.5015977,6.642915043,102.5158239,0,100.5548592,52.96857162,362.972957,194.2296546,200.4234668,121.826618
152,75.44882602,134.4319439,98.73746552,55.98725548,146.3796588,7.631094662,96.42023678,0,101.9738467,47.31452282,340.1521107,180.84876,189.4566779,111.3736211
153,69.62233472,127.104856,96.00951513,57.29764127,138.9605956,8.766285012,91.26971729,0,118.4990674,43.9173059,317.9329053,169.0384218,178.2534436,100.2091302
154,62.47553872,111.9659386,95.45251044,60.85869287,130.6655789,9.290618137,87.74240844,3.670916157,151.9869877,44.30257169,297.8478965,161.2563559,167.8027532,89.10655986
155,54.61679951,92.33541172,96.3505392,66.106859,121.8184673,9.206859409,84.97653371,8.241806555,193.0792555,47.53561655,279.053425,155.4337474,157.6693791,78.50491788
156,46.78452516,72.67706726,97.47228993,72.33034579,112.7187916,8.707932532,81.72533669,12.46268285,229.6138139,52.06664818,260.1117779,148.3701484,147.0620392,68.75961042
157,39.71712375,57.45469705,97.58645117,78.81735939,103.6660824,7.986761208,76.74206097,15.08355668,249.4286063,56.34587429,239.5852422,136.8651111,135.1894514,60.22604366
158,33.97886513,49.80842148,95.65686205,84.69535393,94.78413051,7.207485455,69.14292492,15.21736567,243.7830084,58.96947152,216.2742847,118.8073356,121.4500528,53.08033998
159,29.43746626,47.58367519,91.42796401,88.44877546,85.49376757,6.419110544,59.49604599,13.42875128,217.6221265,59.11749215,189.9320916,96.44211337,106.0011562,46.78148661
160,25.7865059,47.30222135,84.83934907,88.40131801,75.04008538,5.64185806,48.73251639,10.64528094,179.3124995,56.11595737,160.5500291,73.10388363,89.18979349,40.60918699
161,22.71956279,45.48582314,75.83060927,82.87667562,62.66817576,4.895949589,37.78342833,7.794522059,137.2206661,49.29088838,128.1194632,52.12708567,71.36299652,33.84314455
162,19.95199805,39.57579897,64.54162165,70.98575614,48.07705041,4.195031531,27.49373403,5.615631149,98.47158199,38.48988826,93.25729596,36.1034131,53.05827775,26.04916179
163,17.28630226,30.69168811,51.91340333,54.9883227,32.78140061,3.526449556,18.36382575,4.094120997,65.22386983,25.64688763,59.08257279,24.65357686,35.57507204,17.93743742
164,14.54674836,20.87258505,39.08725647,37.93135228,18.74983756,2.870974146,10.80795571,3.027093466,38.39456906,13.21739897,29.33987501,16.65554222,20.40329482,10.50426924
165,11.5576093,12.15758429,27.2044832,22.86182184,7.950972439,2.209375786,5.240376184,2.211650422,18.90071911,3.656934779,7.773783938,10.98727446,9.032861553,4.745955004
166,8.243303963,6.130772592,17.21992991,12.14862023,1.783811511,1.536219296,1.901308031,1.485397472,7.149662294,0,0,6.695939197,2.463642727,1.371492609
167,4.928834946,2.556205858,9.342619909,5.448283851,0,0.901246838,0.334846623,0.847955199,1.509952399,0,0,3.505503453,0,0
168,2.039350781,0.742932267,3.595120756,1.73926101,0,0.367994907,0,0.339447933,0,0,0,1.309134597,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,2.441983745,0,0,0
218,4.064353722,11.84355014,11.16915097,7.439782628,13.56262833,2.182956053,1.878222245,4.968578613,35.25771485,4.124413624,22.38900604,9.481911154,7.077503665,3.822939537
219,9.88572623,27.48195573,26.73901146,19.50922564,32.32656153,5.080840017,4.87096977,11.59974733,82.96184506,10.27210289,50.10520938,24.03280995,18.33717702,9.342826926
220,16.68657192,43.1759196,44.09721133,36.35679245,52.96121262,8.021648018,8.95538246,18.40329145,133.2587006,17.92123961,81.3452095,42.91732683,33.67333358,15.87755475
221,23.68934519,55.18614453,60.63138044,58.13094648,72.13599467,10.33337618,14.1086002,23.88899629,176.2945913,26.54999563,111.8636221,65.40009223,52.98028687,22.7450156
222,30.27360638,60.72310576,74.10422501,84.84731625,87.28096852,11.56792278,20.36176219,26.96662391,204.9337511,35.58382657,138.4847062,90.23247945,75.72383259,29.3636572
223,36.44733962,60.7963682,83.77875662,115.9901907,98.86878624,12.17279466,27.96200486,28.1458434,222.9121091,44.2373233,162.3112937,114.1128332,99.65569522,35.55414787
224,42.37563498,57.3652692,89.29306322,150.9110237,108.1327477,12.81940082,37.21046397,28.33630063,236.6835184,51.6723605,185.5158602,133.2262412,122.0990814,41.23771108
225,48.22358253,52.38914609,90.28523275,188.9612694,116.3061528,14.17915027,48.40827528,28.44764146,252.7018322,57.05081284,210.2708808,143.7577909,140.3771979,46.33557027
226,54.07798518,47.53931532,86.94451539,229.3399721,124.3117057,16.66131675,61.37173266,29.17133614,275.7378107,59.84728699,238.1400666,143.4368921,152.6673636,50.82341509
227,59.71249714,43.33500978,81.66481028,270.6365377,131.829728,19.62663302,73.97776247,30.32615252,303.8298432,60.78731753,268.2520711,136.1702429,160.5633466,54.89479986
228,64.82248548,40.00744145,77.3911788,311.2879623,138.2299456,22.1736966,83.61844922,31.51268283,333.3332262,60.90917102,299.1267837,127.4088633,166.5130275,58.79774509
229,69.10331725,37.78782233,77.06868234,349.7312422,142.8820842,23.40110499,87.68587741,32.33151931,360.6032563,61.25111403,329.2840935,122.6037737,172.9642867,62.78027127
230,72.2512781,36.83398492,82.50991471,384.448331,145.4864393,22.74072065,84.75074056,32.49776735,382.8874519,62.60695292,357.207465,125.8136404,181.6831247,67.04230194
231,73.96632807,37.01024373,90.99759952,414.1010121,147.0655838,20.95746583,78.09816832,32.18458498,401.0022191,64.79265328,381.2346631,135.5277148,191.7080224,71.59137276
232,73.94934578,38.10753377,98.6819928,437.3960262,148.9726602,19.14952773,72.1918994,31.67964337,416.656186,67.3797205,399.6670281,148.8428945,201.3955807,76.38692247
233,71.90120988,39.91679007,101.7133506,453.0401141,152.560811,18.41509355,71.49567249,31.27061369,431.5579806,69.93965996,410.8058999,162.8560771,209.1024006,81.38838975
234,67.7870155,42.06613625,97.60271055,460.6389159,158.7758815,19.54422814,78.97293612,31.18242465,446.6512124,72.1724053,413.5936159,175.1659464,213.4702483,86.47798833
235,62.62872383,43.53245036,89.30423666,463.3936695,166.9345283,22.09450703,91.5859782,31.38903503,459.8194171,74.29160315,409.536502,185.3783304,214.2815508,91.22903194
236,57.71251259,43.12979907,81.13287454,465.404512,175.9461111,25.3153834,104.7967965,31.80166115,468.1811116,76.6393284,400.7818812,193.6008434,211.6039005,95.1376093
237,54.32455947,39.67224904,77.40356978,470.7715807,184.7199893,28.45631044,114.0673887,32.33151931,468.854813,79.55765593,389.4770764,199.9410993,205.5048895,97.69980915
238,53.52120426,33.11309668,81.13291813,481.9411665,192.3696601,30.85863665,115.7955271,32.85747127,460.0315391,83.21596101,377.8340247,204.3996473,196.3411657,98.4153632
239,55.43943508,27.96255734,90.14411588,494.7441751,198.8251712,32.23129183,110.1220817,33.1289606,444.1923103,87.0928205,368.3231187,206.5487756,185.6255991,96.79857512
240,59.98640214,29.87007614,100.9620095,503.3576659,204.2207077,32.37510112,98.12369715,32.86307629,424.8906478,90.49411165,363.479365,205.8537075,175.1601149,92.36739155
241,67.06925563,44.48509817,110.1114453,501.9586983,208.690455,31.09088962,80.87701792,31.77690736,405.6800728,92.72571172,365.8377703,201.7796663,166.7466386,84.63975914
242,76.16525056,74.46059845,114.8242792,486.8755279,212.1919607,28.36449549,60.12445914,29.75967019,389.3875698,93.29786775,376.3104143,194.2227572,161.5192022,73.66220028
243,85.03206116,110.4636716,115.1604047,463.0411951,213.9762225,24.92180899,40.27151808,27.38909071,375.9339775,92.53830595,389.3176693,184.8026144,157.9402644,61.59554027
