WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.
  [nonlinear] <nonlin>: (((-6.000000) * <_var0_>) + (1.000000 * <_var1_>) + ((-9.000000) * <_var2_>) + (3.000000 * <_var4_>) + (1.000000 * <_var5_>) + (4.000000 * <_var6_>) + ((-2.000000) * <_var7_>) + (8.000000 * <_var8_>) + ((-6.000000) * <_var9_>) + ((-4.000000) * <_var10_>) + ((-6.000000) * <_var12_>) + (3.000000 * <_var13_>) + (6.000000 * <_var14_>) + (2.000000 * <_var15_>) + (1.000000 * <_var16_>) + (9.000000 * <_var17_>) + (8.000000 * <_var18_>) + ((-10.000000) * <_var19_>) + ((-4.000000) * <_var20_>) + ((-7.000000) * <_var21_>) + ((-8.000000) * <_var22_>) + ((-1.000000) * <_var23_>) + (5.000000 * <_var24_>) + ((-7.000000) * <_var25_>) + (10.000000 * <_var26_>) + ((-3.000000) * <_var27_>) + ((-6.000000) * <_var28_>) + ((-7.000000) * <_var29_>)) <= -5;
violation: right hand side is violated by 5 (scaled: 5)
all 1 solutions given by solution candidate storage are infeasible

presolving:
(round 1, fast)       0 del vars, 0 del conss, 0 add conss, 0 chg bounds, 0 chg sides, 0 chg coeffs, 2101 upgd conss, 0 impls, 0 clqs
(round 2, fast)       0 del vars, 0 del conss, 0 add conss, 2506 chg bounds, 0 chg sides, 0 chg coeffs, 2101 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 2506 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 2506 variables (0 bin, 0 int, 0 impl, 2506 cont) and 2101 constraints
   2100 constraints of type <linear>
      1 constraints of type <quadratic>
Presolving Time: 3.96

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   7200 |   227 | 22548k|3130.7 |  93M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7300 |   241 | 22548k|3087.8 | 102M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7400 |   253 | 22720k|3069.2 | 105M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7500 |   255 | 23024k|3069.0 | 105M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7600 |   267 | 23026k|3028.8 | 109M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7700 |   277 | 23027k|2989.5 | 120M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7800 |   281 | 23027k|2951.2 | 123M|-1.238870e+08 |-9.894280e+07 |  25.21%
   7900 |   281 | 23260k|2943.4 | 124M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8000 |   281 | 23544k|2942.1 | 124M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8100 |   291 | 23775k|2934.3 | 125M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8200 |   299 | 23779k|2899.0 | 137M|-1.238870e+08 |-9.894280e+07 |  25.21%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   8300 |   313 | 23787k|2865.0 | 141M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8400 |   317 | 23926k|2847.4 | 143M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8500 |   317 | 24258k|2853.0 | 143M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8600 |   317 | 24609k|2860.6 | 143M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8700 |   317 | 24981k|2870.5 | 143M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8800 |   317 | 25366k|2881.7 | 143M|-1.238870e+08 |-9.894280e+07 |  25.21%
   8900 |   327 | 25613k|2877.1 | 145M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9000 |   331 | 25615k|2845.2 | 158M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9100 |   343 | 25617k|2814.2 | 162M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9200 |   355 | 25624k|2784.4 | 166M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9300 |   361 | 25624k|2754.5 | 170M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9400 |   363 | 25856k|2749.8 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9500 |   397 | 26306k|2768.3 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9600 |   437 | 26829k|2793.9 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9700 |   437 | 27215k|2804.9 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   9800 |   437 | 27603k|2815.9 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
   9900 |   443 | 28011k|2828.6 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10000 |   457 | 28418k|2841.1 | 180M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10100 |   485 | 28435k|2814.6 | 184M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10200 |   487 | 28742k|2817.1 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10300 |   487 | 29064k|2821.0 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10400 |   487 | 29404k|2826.6 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10500 |   487 | 29743k|2832.0 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10600 |   487 | 30082k|2837.2 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10700 |   487 | 30424k|2842.7 | 185M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10800 |   497 | 30542k|2827.3 | 187M|-1.238870e+08 |-9.894280e+07 |  25.21%
  10900 |   501 | 30556k|2802.6 | 191M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11000 |   521 | 30558k|2777.3 | 194M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11100 |   525 | 30558k|2752.3 | 198M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11200 |   537 | 30560k|2727.9 | 216M|-1.238870e+08 |-9.894280e+07 |  25.21%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  11300 |   541 | 30814k|2726.3 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11400 |   541 | 31173k|2733.8 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11500 |   541 | 31522k|2740.4 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11600 |   541 | 31873k|2747.0 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11700 |   541 | 32224k|2753.6 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11800 |   541 | 32576k|2760.0 | 217M|-1.238870e+08 |-9.894280e+07 |  25.21%
  11900 |   545 | 32846k|2759.5 | 218M|-1.238870e+08 |-9.894280e+07 |  25.21%
  12000 |   545 | 33169k|2763.5 | 218M|-1.238870e+08 |-9.894280e+07 |  25.21%
  12100 |   545 | 33494k|2767.5 | 218M|-1.238870e+08 |-9.894280e+07 |  25.21%
  12200 |   545 | 33822k|2771.7 | 218M|-1.238870e+08 |-9.894280e+07 |  25.21%
  12300 |   545 | 34158k|2776.4 | 218M|-1.238870e+08 |-9.894280e+07 |  25.21%

SCIP Status        : solving was interrupted [time limit reached]
Solving Time (sec) : 43200.19
Solving Nodes      : 12327
Primal Bound       : -9.89428038601477e+07 (2 solutions)
Dual Bound         : -1.23887013580615e+08
Gap                : 25.21 %
  [nonlinear] <nonlin>: (((-9.000000) * <_var0_>) + ((-8.000000) * <_var1_>) + (3.000000 * <_var2_>) + ((-5.000000) * <_var3_>) + (5.000000 * <_var4_>) + (6.000000 * <_var5_>) + (9.000000 * <_var6_>) + ((-7.000000) * <_var7_>) + ((-1.000000) * <_var8_>) + (4.000000 * <_var9_>) + (1.000000 * <_var10_>) + (3.000000 * <_var11_>) + (10.000000 * <_var12_>) + ((-6.000000) * <_var13_>) + ((-7.000000) * <_var14_>) + ((-5.000000) * <_var15_>) + ((-4.000000) * <_var16_>) + ((-1.000000) * <_var17_>) + ((-5.000000) * <_var18_>) + (6.000000 * <_var20_>) + ((-4.000000) * <_var21_>) + (9.000000 * <_var22_>) + ((-5.000000) * <_var23_>) + (9.000000 * <_var24_>) + (5.000000 * <_var25_>) + ((-1.000000) * <_var26_>) + (4.000000 * <_var27_>) + (6.000000 * <_var28_>) + (6.000000 * <_var29_>)) <= 37;
violation: right hand side is violated by 2.69999986812763e-06 (scaled: 2.69999986812763e-06)
best solution is not feasible in original problem
WARNING: Not solved to optimality, status: UserLimit
