Hour,Wind01,Wind02,Wind03,Wind04,Wind05,Wind06,Wind07,Wind08,Wind09,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16,Wind17
14,0.051488905,2.430796589,7.017942193,3.71106704,0.160848657,0,0.209885622,3.885053148,3.943575162,3.270444635,0.306469705,0,1.080153435,224.3796119,27.31055611,76.27204686,0.030801969
15,0.067413734,1.638177777,7.017942457,3.710285619,0.189356084,0,0.163927008,4.732622541,5.32950577,4.127496646,0.221111597,0,0,221.8265198,27.93301069,83.99160917,0.029426404
16,0.061378619,1.222835836,7.017938782,3.72164605,0.21125618,0,0.108463837,5.310534271,6.370430702,4.781696062,0.119106309,0,0,219.5244602,28.70929326,90.76589346,0.015333585
17,0.022079499,0.904358363,7.01793458,3.734569324,0.225675317,0.080152459,0.017415358,5.463885819,6.705709135,5.077072276,0.020604116,2.405726504,0.946810227,217.4569917,29.63195123,96.82479801,0
18,0,0.480788444,7.017932541,3.740730474,0.233142524,0.428770535,0,5.123750082,6.129021457,4.931854555,0,11.26601414,4.593170119,215.6871752,30.68206197,102.3276036,0
19,0,0.063991119,7.01793247,3.740820698,0.239797463,0.865346604,0,4.565101632,5.051332906,4.561071665,0,22.63746898,9.380542062,214.59608,31.79482283,107.151121,0
20,0,0,7.017933454,3.737785234,0.25318245,1.33148319,0,4.14889046,4.037929938,4.253952244,0,33.54442058,13.97536312,214.6442777,32.89396113,111.1015434,0
21,0.012216601,0.011996356,7.01793458,3.734569324,0.280839803,1.76878282,0.070404698,4.236066556,3.654099004,4.299724931,0.073450142,41.01119846,17.04407034,216.2923398,33.90320421,113.985064,6.94E-18
22,0.281822209,0.693177202,7.017935127,3.733427008,0.328538801,2.125618064,0.594187519,5.081904655,4.304543198,4.911290096,0.303208371,42.94989168,17.6233191,219.7833121,34.75917492,115.705788,0.002718923
23,0.612265537,1.756836128,7.017935146,3.733847535,0.394956572,2.377441675,1.232795492,6.518978465,5.751632165,5.996235032,0.662019941,40.82362725,16.23063794,224.4901368,35.45007815,116.5594688,0.003595811
24,0.889398051,3.007717036,7.017934882,3.734628957,0.476997205,2.506476453,1.781548567,8.274186439,7.597152188,7.385818763,1.171376841,36.9832917,13.75377373,229.5682302,35.97701433,116.9397713,0.00306736
25,0.999071216,4.250563833,7.01793458,3.734569324,0.571564789,2.494945196,2.035766695,10.07442703,9.442889551,8.911300312,1.852771061,33.77977155,11.08047331,234.173009,36.34108387,117.2403608,0.001570268
26,0.87104231,5.367529141,7.017934434,3.732851487,0.674448327,2.34112605,1.880756852,11.68904437,10.96762289,10.41928038,2.717246865,32.95588577,8.939724687,237.642693,36.54880153,117.7639361,0.000191751
27,0.610691838,6.550400463,7.017934429,3.730197494,0.776976469,2.107518547,1.561774123,13.05716536,12.15810026,11.81772637,3.734057612,33.82218321,7.42548041,240.0467175,36.62833938,118.4493302,0.002621111
28,0.36730612,8.068374021,7.0179345,3.727714192,0.869362778,1.872677568,1.414060615,14.16036256,13.07806206,13.02994736,4.862008935,35.08114517,6.472934175,241.6373209,36.61328382,119.1444096,0.013198174
29,0.290171473,10.19064603,7.01793458,3.726508426,0.941820817,1.715157991,1.772858439,14.98020854,13.79124869,13.97925243,6.059906469,35.43525294,6.017279677,242.6667421,36.53722126,119.697041,0.036262762
30,0.481248573,13.03155842,7.01793462,3.727342851,0.987143583,1.692934729,2.843741845,15.50849724,14.34471651,14.60932371,7.268058092,33.94129488,5.977492138,243.3548961,36.426206,119.9899154,0.073303517
31,0.853195547,16.08603587,7.017934621,3.72960335,1.008441805,1.781662824,4.31361365,15.77790801,14.71878574,14.94533553,8.352780663,31.07328756,6.207672886,243.7924039,36.27616389,120.0450225,0.114404348
32,1.27134488,18.69414876,7.017934602,3.732331611,1.011405649,1.936417347,5.73970881,15.83134156,14.87709256,15.03283525,9.161893285,27.6595546,6.545704779,244.0375626,36.07548867,119.9191765,0.14679798
33,1.601029058,20.19596749,7.01793458,3.734569324,1.001725277,2.112273373,6.679262284,15.71169858,14.78327313,14.91737026,9.543215062,24.52841965,6.829470672,244.1486695,35.81257406,119.6691917,0.157717139
34,1.738390287,20.13601436,7.01793457,3.735594441,0.98483524,2.265260039,6.811371256,15.46625612,14.43154411,14.65052643,9.39460739,22.30547853,6.921077468,244.1719618,35.48778696,119.3512563,0.138814884
35,1.70280966,18.87661946,7.01793457,3.735629968,0.965147623,2.355222746,6.302581822,15.15979643,13.93844408,14.30804369,8.814100832,20.80541601,6.779528261,244.1054367,35.14938678,119.0190548,0.099425594
36,1.544477989,16.98456479,7.017934575,3.735135173,0.946818897,2.342960958,5.441302302,14.8614781,13.45109211,13.97170047,7.949768245,19.64018904,6.388050191,243.9350314,34.85760609,118.7256461,0.053303982
37,1.313586087,15.02663235,7.01793458,3.734569324,0.934005535,2.18927414,4.51594102,14.64045971,13.11660727,13.72327522,6.949682485,18.4217546,5.729870398,243.6466829,34.67267745,118.5240886,0.01420476
38,1.058271477,13.48948189,7.017934583,3.734294636,0.929654461,1.88730863,3.769243009,14.54717147,13.0404559,13.62269229,5.952679285,16.83200101,4.845142848,243.2227735,34.62783239,118.4464774,0
39,0.818458515,12.539284,7.017934583,3.734285109,0.931874409,1.559598269,3.261300146,14.55713005,13.16149353,13.64245981,5.060645891,14.83254208,4.001728809,242.6314667,34.64829834,118.4410527,0
40,0.632018266,12.26208702,7.017934582,3.73441769,0.937564569,1.361023772,3.006541017,14.62712379,13.37692296,13.73323182,4.366232426,12.45492298,3.524416374,241.8373707,34.63230167,118.4350908,0
41,0.536821798,12.74393928,7.01793458,3.734569324,0.943624126,1.446465853,3.019394212,14.71394098,13.58394699,13.84566237,3.962089015,9.730688899,3.737993636,240.8050941,34.4780688,118.3558683,0.000148102
42,0.554669685,13.99381166,7.01793458,3.734642958,0.947741564,1.897006033,3.292274745,14.78505954,13.7059961,13.94198165,3.915199455,6.878459661,4.797966262,239.5154906,34.11989129,118.1088322,0.00947634
43,0.643080539,15.71236533,7.01793458,3.734645539,0.950762539,2.498529067,3.729543345,14.85071574,13.77141145,14.03072435,4.189882237,4.865153762,6.182710205,238.0143955,33.63632151,117.5121123,0.015958259
44,0.743502482,17.52318402,7.01793458,3.734610012,0.954322,2.963120513,4.213547169,14.93183542,13.83476187,14.1320013,4.724789526,4.844764361,7.201318995,236.3638892,33.14197701,116.3620088,0.017068305
45,0.797383634,19.04985145,7.01793458,3.734569324,0.960054897,3.002865931,4.626633373,15.04934447,13.95061618,14.26592333,5.458573486,7.971284613,7.162886157,234.6260523,32.75147536,114.454822,0.010280928
46,0.769628538,20.01584834,7.017934581,3.734549475,0.968863378,2.443158524,4.867438867,15.21398949,14.1540764,14.44184354,6.325005578,14.95522996,5.713571683,232.8926874,32.55214467,111.7007996,0
47,0.718967416,20.54424341,7.017934581,3.734548679,0.978718388,1.562622061,4.899759568,15.39580019,14.4023773,14.6260841,7.238334441,24.73320498,3.847801415,231.3744857,32.52215523,108.4659778,0
48,0.727586912,20.85800239,7.017934581,3.734558206,0.986858067,0.753187952,4.703681147,15.55462702,14.63328683,14.77420944,8.107928012,35.79833652,2.897067657,230.3118606,32.61238791,105.2303403,0.022540193
49,0.877673669,21.18009098,7.01793458,3.734569324,0.990520557,0.406787609,4.259289275,15.65032043,14.78457294,14.841784,8.843154226,46.64375145,4.192862713,229.9452254,32.77372358,102.4738707,0.103154792
50,1.220875367,21.67165482,7.01793458,3.734575086,0.98802947,0.803591992,3.579464408,15.65728643,14.81375797,14.8023605,9.359515144,55.99754729,8.577998868,230.3949378,32.95219366,100.5775946,0.266855109
51,1.686683821,22.2465592,7.01793458,3.734575688,0.982050299,1.77673026,2.808266155,15.60815316,14.75738171,14.70144477,9.597049336,63.52770428,14.94056831,231.3011316,33.07443187,99.52670532,0.584732794
52,2.174051884,22.7568493,7.01793458,3.734573107,0.976334004,3.04757112,2.12254891,15.55010431,14.67173833,14.60253091,9.501929497,69.13717334,21.67998322,232.1838849,33.06222249,99.20743843,1.137924654
53,2.581932406,23.05457032,7.01793458,3.734569324,0.974631549,4.33748328,1.699167067,15.53032357,14.61312202,14.56911306,9.020328323,72.72890537,27.19565575,232.5632758,32.83734981,99.50602938,2.007567492
54,2.832657552,22.99947333,7.01793458,3.734566124,0.979480763,5.415076787,1.657666717,15.57882571,14.62259131,14.64108712,8.139873264,74.30364803,30.27126673,232.1134001,32.34404058,100.3267513,3.246023611
55,2.942076732,22.48213295,7.01793458,3.734564515,0.98856695,6.237927052,1.888360728,15.65694989,14.68026226,14.7639563,7.014010788,74.25333589,31.22757158,231.1244246,31.61629142,101.6460277,4.790557309
56,2.949418668,21.40082966,7.01793458,3.73456531,0.998362284,6.810850822,2.224253661,15.70886636,14.75101529,14.85962559,5.837642119,73.06770031,30.76959436,230.040534,30.71054142,103.45832,6.549658378
57,2.893912083,19.65384395,7.01793458,3.734569324,1.005338938,7.13866485,2.49835008,15.67874538,14.7997308,14.85000001,4.80566848,71.23647259,29.60235914,229.3059128,29.68322966,105.7580893,8.431816614
58,2.804635212,17.23643229,7.01793458,3.734576362,1.006686999,7.234270216,2.578668231,15.53131641,14.79842852,14.68521842,4.080069678,69.15484739,28.31583269,229.2595897,28.58581792,108.4881206,10.34846558
59,2.670064346,14.53175515,7.01793458,3.734582198,1.002468218,7.142905343,2.47328109,15.31354576,14.7476854,14.42835518,3.691139857,66.83987255,27.03975261,229.8199696,27.44985878,111.384493,12.22281394
60,2.46852529,12.01994897,7.01793458,3.734581597,0.993462262,6.917892983,2.225275318,15.09295897,14.65521768,14.1707185,3.636251745,64.21405923,25.78879921,230.8003015,26.30192749,114.1316093,13.98101412
61,2.178343845,10.18115021,7.01793458,3.734569324,0.980448796,6.61255589,1.877737576,14.93708158,14.52874159,14.00361658,3.912778071,61.19991858,24.57765278,232.0138342,25.16859932,116.4138722,15.54921856
62,1.79129211,9.330730422,7.01793458,3.734544371,0.963848135,6.296208726,1.473988696,14.88380493,14.36483601,13.97696487,4.474591093,57.81295337,23.43500654,233.3070985,24.07501676,117.9963275,16.91305882
63,1.352927349,9.125001632,7.01793458,3.734522637,0.942643188,6.102133785,1.058286202,14.85248372,14.11553032,13.97510765,5.101561186,54.44063274,22.44560522,234.6597519,23.04059112,118.9665931,18.29608309
64,0.922253122,9.05551098,7.01793458,3.734524246,0.915457514,6.179605271,0.675121788,14.73283845,13.72171653,13.84099642,5.530058257,51.56341745,21.70820648,236.0847337,22.08330096,119.4929297,19.98131871
65,0.558272986,8.613805602,7.01793458,3.734569324,0.880914669,6.677897386,0.368987151,14.41458963,13.12428662,13.41758268,5.49645221,49.66176826,21.32156795,237.5949831,21.22112481,119.7435983,22.25179299
66,0.305809267,7.462427966,7.01793458,3.734662098,0.83835668,7.657067126,0.174577848,13.8334651,12.31469113,12.61874975,4.831203796,49.01353793,21.35041037,239.175617,20.47088222,119.8639207,25.3206681
67,0.152959354,5.947901862,7.01793458,3.734743199,0.789999444,8.820302659,0.087404894,13.10922198,11.48661461,11.6421082,3.741137146,49.08614726,21.72330678,240.7004625,19.84475673,119.9074634,29.12164543
68,0.073639406,4.587746408,7.01793458,3.734737363,0.738777325,9.781574947,0.093183164,12.40762474,10.88430013,10.75620041,2.527167233,49.14440905,22.33479331,242.0155241,19.3537729,119.9048541,33.5185612
69,0.041765578,3.899480723,7.01793458,3.734569324,0.687624688,10.15485495,0.177627535,11.89443783,10.75199077,10.22956878,1.490209032,48.45313611,23.07940611,242.9668067,19.00895528,119.8867202,38.37525163
70,0.034202391,4.213637788,7.01793458,3.734223183,0.637763298,9.675662488,0.320330545,11.68896129,11.22560566,10.21992892,0.85961716,46.46663053,23.83820414,243.4520098,18.82328187,119.8777001,43.4973037
71,0.039607815,5.112806031,7.01793458,3.73392051,0.583564522,8.565712811,0.476395377,11.72463738,12.00776819,10.44168937,0.578504807,43.39715159,24.4383377,243.5756135,18.81754453,119.8784751,48.45730741
72,0.049588185,5.992587743,7.01793458,3.733942244,0.517687127,7.168270026,0.594802875,11.88844394,12.69277782,10.49843188,0.518424803,39.64644785,24.69347992,243.4937925,19.01448858,119.8837373,52.76960351
73,0.055749834,6.248585216,7.01793458,3.734569324,0.432789881,5.82659824,0.624533885,12.06735882,12.874934,9.993738224,0.55092998,35.61626787,24.41730392,243.3627219,19.43685934,119.8881787,55.94853277
74,0.051662597,5.481273416,7.01793458,3.735861116,0.325921337,4.815514432,0.532888994,12.15572934,12.26755102,8.669257377,0.569589208,31.63501578,23.48637678,243.3038227,20.09184815,119.8879088,57.58759194
75,0.038750317,4.110618015,7.01793458,3.736990705,0.211689192,4.136047073,0.360447768,12.07738082,11.06000259,6.818907161,0.556035513,27.73771792,22.02884139,243.2994998,20.92443046,119.8847073,57.59690174
76,0.020400337,2.76145736,7.01793458,3.736909603,0.109090926,3.720777501,0.166109516,11.76350809,9.560677216,4.874672613,0.513917961,23.88605619,20.23573457,243.2974043,21.86402774,119.8817713,55.96573886
77,0,2.058629799,7.01793458,3.734569324,0.037124023,3.502287059,0.008773548,11.14530595,8.077963452,3.268538767,0.446885616,20.04171252,18.29809314,243.2451872,22.84006146,119.8822979,52.68338002
78,0,2.453121542,7.01793458,3.729439278,0.009124366,3.411349568,0,10.22317405,6.884410952,2.341335303,0.358584645,16.22048425,16.39839875,243.1095329,23.79731004,119.8873182,47.93349744
79,0,3.700510259,7.01793458,3.723060462,0.015781441,3.371508785,0,9.27433138,6.109213871,2.069270483,0.252649615,12.65463051,14.68491237,242.9332582,24.74197973,119.8891982,42.6773454
80,0,5.382521483,7.01793458,3.717491769,0.042123137,3.304500944,0,8.645201738,5.845727487,2.337397212,0.132712195,9.63052587,13.29733976,242.7782132,25.69563373,119.878138,38.0705737
81,0,7.080880747,7.01793458,3.714792093,0.073177343,3.132062284,0,8.682208939,6.187307079,3.030768394,0.002404055,7.434544914,12.37538669,242.7062481,26.67983522,119.8443374,35.26883213
82,0.050559353,8.492739426,7.01793458,3.71636138,0.096524971,2.81992535,0.032939705,9.561528741,7.128750965,3.99959186,0,6.307918458,12.04798121,242.7617365,27.69438943,119.7835249,35.13582848
83,0.121420613,9.776952264,7.01793458,3.720963789,0.109959032,2.50980793,0.055978413,10.77834469,8.270629617,4.954695137,0,6.311302297,12.40094037,242.9191469,28.65206969,119.7135426,37.36750249
84,0.205115058,11.20779985,7.01793458,3.726704533,0.113825563,2.387424122,0.075505808,11.65759229,9.114956547,5.572060676,0,7.460208469,13.50930351,243.1354713,29.44389137,119.6577611,41.36785193
85,0.29417397,13.05956276,7.01793458,3.731688825,0.108470598,2.638488023,0.097911576,11.52420703,9.163745267,5.52767093,0.083456605,9.770149015,15.44810995,243.3677018,29.96086983,119.6395511,46.54087451
86,0.381247056,15.47874584,7.01793458,3.734465684,0.095811737,3.366326683,0.129941872,9.944467003,8.093775519,4.637318526,0.543533139,13.12146052,18.16768483,243.5796684,30.12092093,119.6741353,52.35358948
87,0.459457735,18.10075096,7.01793458,3.735359352,0.084052832,4.344718963,0.17976874,7.450020644,6.280891981,3.276036801,1.216473964,16.85377776,21.11949655,243.762553,29.94956255,119.744145,58.52510207
88,0.522047852,20.43320426,7.01793458,3.735137882,0.082969301,5.265056674,0.255920698,4.81385899,4.275705558,1.95866927,2.069846143,20.17156005,23.63029933,243.9143753,29.49921308,119.8240639,64.83753898
89,0.562259254,21.98373185,7.01793458,3.734569324,0.102336559,5.818731629,0.366926261,2.808973072,2.62882716,1.200059447,3.071216739,22.27926672,25.02684738,244.0331553,28.82229091,119.8883754,71.07302693
90,0.576231143,22.38758406,7.01793458,3.73427148,0.147513232,5.801888902,0.513435097,1.99636272,1.750319792,1.353731335,4.168826335,22.6426099,24.87568484,244.1186137,27.98968594,119.9179161,77.03627228
91,0.571692143,21.79050806,7.01793458,3.734261158,0.20619078,5.429686621,0.664581474,2.089062947,1.488054859,2.127930897,5.233609602,21.77231294,23.70251549,244.1772757,27.14617428,119.9189348,82.62229996
92,0.559268233,20.4658752,7.01793458,3.73440492,0.261643873,5.022036175,0.781620812,2.588117562,1.549355862,3.069584584,6.117174732,20.44035203,22.27283305,244.2173674,26.45500354,119.9040332,87.74871453
93,0.549585394,18.68705685,7.01793458,3.734569324,0.297147181,4.898848953,0.825808532,2.994570374,1.641546306,3.725618849,6.671129918,19.41870332,21.35213122,244.2471149,26.07942136,119.8858131,92.33312056
94,0.549692507,16.73042216,7.01793458,3.734649131,0.301160175,5.297631535,0.771384543,2.936716515,1.536802878,3.766681773,6.786968346,19.35195169,21.52808329,244.2733515,26.14160941,119.8743592,96.12640035
95,0.552330065,14.88433149,7.01793458,3.734651897,0.282881532,6.126271261,0.644526713,2.551856405,1.266715011,3.358307962,6.515723176,20.37511678,22.67708081,244.2973391,26.59948552,119.8696889,98.21254717
96,0.546661462,13.440143,7.01793458,3.734613376,0.256694729,7.210250664,0.484397398,2.104541788,0.927725324,2.789753651,5.948312564,22.49582692,24.49769493,244.3189469,27.36990159,119.8693024,97.50883203
97,0.521850094,12.68921483,7.01793458,3.734569324,0.236983246,8.375052273,0.330158957,1.859324405,0.616276434,2.350275076,5.175654664,25.72171047,26.68849679,244.3380439,28.36970949,119.8707002,92.93252592
98,0.471382759,12.79178003,7.01793458,3.73454794,0.234539981,9.454018856,0.213244692,2.007035154,0.408314075,2.258360237,4.29281301,29.87558221,28.9539857,244.3544399,29.50903084,119.8719156,83.9614443
99,0.406039868,13.38357112,7.01793458,3.734547199,0.245795521,10.31193412,0.134171693,2.443621548,0.29779643,2.449424201,3.411432653,34.04100281,31.02237371,244.3677077,30.67106614,119.8731149,72.31558048
100,0.340925235,13.96919553,7.01793458,3.73455752,0.263589877,10.82144202,0.085727995,2.991310256,0.258184795,2.788113796,2.647304023,37.11671936,32.62780103,244.377361,31.73228561,119.8749973,60.2754722
101,0.291142674,14.05326066,7.01793458,3.734569324,0.280763057,10.85518649,0.060701634,3.472327946,0.262940468,3.139075854,2.116217549,38.00147898,33.5044079,244.3829133,32.56915948,119.8782619,50.12165723
102,0.27017715,13.31405917,7.01793458,3.734575054,0.291696852,10.35751099,0.053560614,3.743014476,0.291595466,3.386339263,1.891284619,36.04367349,33.49681524,244.3840645,33.09636467,119.8824979,43.50355645
103,0.285038226,12.12462469,7.01793458,3.734575253,0.29694018,9.559557043,0.065492818,3.796162468,0.347964686,3.491461146,1.87490045,32.39027357,32.8915669,244.3812592,33.38140491,119.8828526,39.54612328
104,0.341116614,11.03167607,7.01793458,3.734572487,0.298583742,8.764165678,0.099366096,3.658677736,0.441933745,3.435380683,1.926781215,28.63789461,32.08568743,244.3751282,33.52999063,119.8733636,36.74319426
105,0.443803026,10.58193217,7.01793458,3.734569324,0.298718238,8.274177926,0.1580483,3.357466092,0.58338826,3.199037054,1.90664309,26.383152,31.47620139,244.3663025,33.64783227,119.8480681,33.58860594
106,0.591596118,11.1643399,7.01793458,3.734567789,0.29908525,8.293237033,0.240679884,2.927601312,0.772500016,2.785274968,1.716560239,26.73438895,31.35198123,244.3555034,33.80035327,119.8025671,28.96653335
107,0.755426311,12.53675827,7.01793458,3.734567735,0.300029879,8.628195114,0.331491718,2.43682901,0.97058547,2.284561249,1.428038801,28.84685998,31.56929098,244.3438134,33.89182925,119.7387165,23.32250547
108,0.899331968,14.29927434,7.01793458,3.734568476,0.30154811,8.986706497,0.410987275,1.961062766,1.129247246,1.809268248,1.154942905,31.38754744,31.87624258,244.3324056,33.78624885,119.6599359,17.49238975
109,0.987351454,16.05197515,7.01793458,3.734569324,0.303635926,9.076425511,0.459670025,1.576216156,1.200087969,1.471768316,1.01113668,33.0234337,32.02094794,244.322453,33.34760072,119.5696448,12.31205364
110,0.997731281,17.47718727,7.017934581,3.734569736,0.30584381,8.706115556,0.467195618,1.338200854,1.152919591,1.349009421,1.072689744,32.84681728,31.83203148,244.3147677,32.5016052,119.4734159,8.427402059
111,0.965550564,18.58619525,7.017934581,3.734569751,0.30594024,8.088976315,0.4598284,1.222920919,1.030391375,1.376241981,1.264493673,31.65126153,31.46016753,244.3087178,31.42090944,119.3854343,5.724489675
112,0.940096567,19.47252315,7.017934581,3.734569552,0.301248193,7.539316541,0.472984893,1.186278503,0.893361914,1.453292028,1.473645529,30.65564596,31.13654289,244.3033107,30.3398923,119.3220379,3.899408615
113,0.970656553,20.22969504,7.01793458,3.734569324,0.289090649,7.371444989,0.54208162,1.184175763,0.802689797,1.479985597,1.587242376,31.07885009,31.0923444,244.2975537,29.49293265,119.2995649,2.648251005
114,1.091802397,20.93086352,7.017934579,3.734569212,0.268984616,7.793758838,0.691970148,1.182741238,0.803813306,1.389559606,1.528336313,33.72663804,31.47780687,244.2916463,29.06535392,119.3269334,1.712565823
115,1.279244414,21.56769532,7.017934578,3.734569207,0.249223238,8.591008977,0.905242225,1.189009021,0.880489478,1.248894522,1.363799583,37.75231223,32.11935722,244.2905577,29.04625787,119.3833821,1.015729455
116,1.49397753,22.11148571,7.017934578,3.73456926,0.240293689,9.442034721,1.153924645,1.22023959,1.001055039,1.158281698,1.196459464,41.89605969,32.76247037,244.3004497,29.37569087,119.4407298,0.526575142
117,1.69699667,22.53352998,7.01793458,3.734569324,0.252683146,10.02567538,1.410044201,1.293693424,1.133846715,1.218012487,1.129143236,44.89806743,33.15262126,244.3274836,29.99369924,119.4707953,0.213936122
118,1.855503256,22.79665895,7.017934586,3.73456936,0.291976236,10.10046644,1.644954984,1.417791392,1.252055732,1.490106586,1.229682516,45.80324704,33.09395272,244.3664865,30.81194328,119.4625709,0.045036423
119,1.961524699,22.82984568,7.01793459,3.734569366,0.34414741,9.743728012,1.827320269,1.565595926,1.348291305,1.883497074,1.425926282,44.87540838,32.6252792,244.3669464,31.62853901,119.4737436,0
120,2.013294906,22.55359876,7.01793459,3.734569352,0.390268571,9.112476359,1.925130631,1.701329849,1.420017149,2.268845375,1.61072785,42.68308587,31.84408304,244.2670167,32.21321639,119.5791738,0
121,2.009047783,21.88842681,7.01793458,3.734569324,0.411411622,8.363727759,1.906376642,1.789215981,1.464696979,2.516812911,1.676940537,39.79481394,30.84784661,244.0048509,32.3357054,119.853722,0.00220817
122,1.9485557,20.81251485,7.017934561,3.734569293,0.394168177,7.634187141,1.755175137,1.806913337,1.48824284,2.535686172,1.54630129,36.73112692,29.72653235,243.535549,31.85343068,120.2753213,0.014240898
123,1.837744869,19.53475359,7.017934544,3.734569272,0.347208699,6.979314063,1.520148006,1.785825697,1.530360114,2.384251906,1.256081588,33.82055877,28.54002317,242.8819972,30.97459571,120.4341961,0.014063875
124,1.684079963,18.32171015,7.017934546,3.734569277,0.28472336,6.434256741,1.2660434,1.770793031,1.639202511,2.158921923,0.872436539,31.34364332,27.34068209,242.0840285,29.99509864,119.8236431,0.007406956
125,1.495025658,17.43995164,7.01793458,3.734569324,0.220902334,6.034163389,1.05760947,1.806655311,1.862923744,1.956108037,0.461521253,29.58091443,26.18087214,241.1814759,29.21083765,117.9369594,0
126,1.288068206,17.06823517,7.017934652,3.734569414,0.167481458,5.799219881,0.954100734,1.924731178,2.22517639,1.851486886,0.095039809,28.74584846,25.10945036,240.1496174,28.84379824,114.5122326,0
127,1.120780185,17.03407771,7.017934715,3.73456949,0.126379234,5.689762728,0.992797188,2.102253962,2.651608492,1.837794412,0,28.78369185,24.16124998,238.7055119,28.8203153,110.2667136,0
128,1.060755748,17.07718621,7.01793471,3.734569484,0.097059827,5.651166096,1.205485191,2.30293566,3.043366957,1.887031383,0,29.57263355,23.36759829,236.5016633,28.99281103,106.1624439,0
129,1.175589052,16.93726761,7.01793458,3.734569324,0.078987405,5.628804153,1.623951105,2.490488273,3.301598692,1.971198568,0.223394002,30.99086253,22.75982255,233.1905755,29.21370769,103.161465,0
130,1.499841492,16.42059146,7.017934313,3.734568997,0.071547992,5.579967256,2.247150501,2.638468886,3.359257751,2.068225194,0.951308396,32.90232394,22.35326262,228.4572735,29.36307833,101.6666325,0.001241031
131,1.935943421,15.59967769,7.017934078,3.734568711,0.073815048,5.509610513,2.942715793,2.75981494,3.276526779,2.179754327,1.881554658,35.11398781,22.09930879,222.1168658,29.43159951,99.84405801,0.001525007
132,2.353292431,14.61360881,7.017934095,3.734568732,0.084783889,5.434605221,3.545448601,2.877308963,3.145395564,2.313357494,2.77978407,37.41858037,21.93336391,214.0169821,29.4375986,95.30066718,0.001046481
133,2.621286115,13.60146733,7.01793458,3.734569324,0.103449833,5.371822679,3.890150548,3.013733481,3.057853898,2.476606219,3.411647911,39.60882786,21.79083085,204.0052519,29.399403,85.64338559,0
134,2.64758973,12.68692308,7.01793558,3.734570544,0.128614111,5.343894548,3.863260506,3.195077116,3.09241473,2.681384066,3.608778985,41.54812887,21.63931569,192.1446229,29.34206604,69.5010562,0
135,2.492939197,11.93199508,7.017936454,3.73457161,0.158301602,5.396493954,3.557766343,3.460152857,3.273683655,2.956822739,3.466736191,43.38257138,21.57523733,179.3593149,29.3175448,49.59019142,0
